id,v,w,x,y,z,ts_in,ts_out
7854,0.213,0.213,0.513,0.513,0.637,39,129
7855,0.048,0.8019999999999999,1.0,0.8019999999999999,0.8019999999999999,346,407
7856,0.263,0.263,0,0.887,0.263,72,371
7857,0.65,0.65,0.2,0.65,0.65,434,831
7858,0.08299999999999999,0.767,0.08299999999999999,0.383,0.383,174,407
7859,0.19400000000000003,0,0.956,0.19400000000000003,0,88,130
7860,0.634,0.934,0.634,0.216,0.934,287,1045
7861,0.841,1,0.009,1.0,1,923,1609
7862,0,0.22699999999999995,0.22699999999999995,0,0.923,110,1954
7863,0.355,0.355,0.495,0.655,0.655,42,351
7864,0.267,0.583,0.583,0.583,0.583,245,631
7865,0.359,0.659,0.359,0.491,0.359,398,1056
7866,0.23199999999999996,0.23199999999999996,0.918,0,0,621,1228
7867,0.382,0.46799999999999997,0.46799999999999997,0.768,0.768,267,1136
7868,0.598,0.252,0.898,0.898,0.898,888,991
7869,0.279,0.871,0.571,0.871,0.571,126,743
7870,0.634,0.216,0.516,0.216,0.216,763,972
7871,0.11900000000000002,0.11900000000000002,0.11900000000000002,0.731,0.11900000000000002,174,1942
7872,0,0.20500000000000004,0.20500000000000004,0.945,0.20500000000000004,766,1447
7873,0.254,0.254,0.554,0.596,0.554,31,88
7874,0.772,0.772,0.078,1.0,0.772,527,742
7875,1.0,1,0.817,0.033,1.0,451,1168
7876,1.0,1,1.0,1.0,0.104,347,833
7877,0.041999999999999954,0.808,0.34199999999999997,0.34199999999999997,0.041999999999999954,584,595
7878,0.781,0.481,0.781,0.369,0.481,864,1681
7879,0.541,0.541,0.609,0.24100000000000002,0.541,243,1741
7880,0.732,0.732,0.732,0.118,0.732,547,1432
7881,0.617,0.31699999999999995,0.533,0.31699999999999995,0.31699999999999995,838,1168
7882,0.29899999999999993,0.551,0.599,0.599,0.599,523,1151
7883,0.134,0.716,0.716,0.716,0.716,150,1096
7884,0.686,0.16399999999999995,0.46399999999999997,0.16399999999999995,0.46399999999999997,363,1711
7885,0.19700000000000004,0,0.953,0,0,761,1927
7886,0.775,0.07499999999999998,0.375,0.07499999999999998,0.07499999999999998,501,523
7887,1.0,0.769,0.081,1.0,0.769,376,1897
7888,0.155,0.155,0.155,0.995,0,741,1172
7889,0.836,0.836,0.5359999999999999,0.836,0.314,110,925
7890,0.644,0.206,0.206,0.206,0.206,941,1635
7891,0.12900000000000003,0.12900000000000003,0.42900000000000005,0.42900000000000005,0.721,951,1242
7892,0.91,0,0.23999999999999996,0,0.23999999999999996,180,1938
7893,0.7120000000000001,0.41200000000000003,0.438,0.7120000000000001,0.7120000000000001,234,340
7894,0.384,0.46599999999999997,0.46599999999999997,0.766,0.766,368,1639
7895,0.272,0.272,0,0.272,0.878,965,1582
7896,0.81,0.33999999999999997,0.03999999999999995,0.03999999999999995,0.33999999999999997,150,742
7897,0.153,0.997,0.153,0,0,19,827
7898,0,0.941,0,0,0.20900000000000005,421,1709
7899,0,0,0.17800000000000002,0.972,0,450,1045
7900,0.756,0.394,0.094,0.094,0.394,516,971
7901,0.378,0.07799999999999999,0.772,0.378,0.378,942,1381
7902,0.089,0.761,0.089,0.089,0.089,264,562
7903,0.048,1.0,1.0,0.8019999999999999,0.8019999999999999,761,1300
7904,0.122,1.0,0.728,0.728,0.728,115,609
7905,0.01400000000000004,0.31400000000000006,0.836,0.31400000000000006,0.01400000000000004,140,244
7906,0.5790000000000001,0.5790000000000001,0.5790000000000001,0.571,0.279,36,546
7907,0.846,0.846,1.0,0.004,0.846,476,533
7908,1.0,0.733,0.117,1.0,0.733,187,1017
7909,0,0.864,0.28600000000000003,0,0,628,1453
7910,0.138,0.712,0.712,0.712,1.0,451,1574
7911,0.18600000000000003,0.964,0.18600000000000003,0.18600000000000003,0.18600000000000003,67,443
7912,0.248,0.902,0.902,0.902,0.902,574,1795
7913,0.269,0.269,0.269,0.269,0.581,315,1096
7914,0.268,0.882,0.268,0,0,14,720
7915,0.4590000000000001,0.15900000000000006,0.15900000000000006,0.15900000000000006,0.691,461,734
7916,0.935,0.215,0.935,0.635,0.635,569,1781
7917,0.607,0.907,0.907,0.907,0.243,380,1216
7918,0.823,0.027000000000000052,0.32700000000000007,0.027000000000000052,0.027000000000000052,654,1754
7919,0.215,0.635,0.215,0.515,0.215,362,1421
7920,0.87,0.57,0.28,0.87,0.57,1000,1139
7921,0.227,0.623,0.623,0.923,0.923,814,840
7922,0.2879999999999999,0.2879999999999999,0.2879999999999999,0.562,0.2879999999999999,296,1630
7923,0.31800000000000006,0.832,0.31800000000000006,0.018000000000000044,0.018000000000000044,285,763
7924,0.269,0.269,0.269,0.881,0,267,524
7925,0.095,0.755,0.395,0.095,0.395,6,945
7926,0.698,0.698,0.698,0.152,0.998,577,1762
7927,0.019000000000000045,0.31900000000000006,0.31900000000000006,0.31900000000000006,0.831,296,1223
7928,0.379,0.379,0.379,0.07899999999999999,0.771,721,1172
7929,0.454,0.6960000000000001,0.396,0.396,0.396,490,1677
7930,0.8130000000000001,0.8130000000000001,0.337,0.513,0.513,882,1792
7931,0.028,0.822,1.0,0.822,0.822,77,1292
7932,0.713,0.713,0.4129999999999999,0.713,0.437,111,1915
7933,0.24199999999999997,0.908,0.24199999999999997,0,0.24199999999999997,583,1735
7934,0.118,0.732,1.0,0.732,1.0,723,1299
7935,0.355,0.495,0.795,0.795,0.495,546,872
7936,1.0,0.147,1.0,0.703,0.703,429,1722
7937,0.271,0.579,0.271,0.5710000000000001,0.5710000000000001,698,1376
7938,1.0,0.836,0.014,1.0,1,674,1046
7939,0.834,0.834,0.834,0.316,0.5339999999999999,517,1138
7940,0.30899999999999994,0.609,0.541,0.609,0.30899999999999994,429,454
7941,0.16699999999999995,0.46699999999999997,0.683,0.16699999999999995,0.16699999999999995,789,1326
7942,1.0,0.039,1.0,0.8109999999999999,1.0,488,490
7943,0.010000000000000037,0.31000000000000005,0.31000000000000005,0.84,0.010000000000000037,826,1516
7944,0.963,0,0,0,0,750,945
7945,0.761,0.761,0.089,1.0,0.761,193,1517
7946,0.231,0.531,0.531,0.531,0.619,934,1282
7947,0.5,0.35,0.35,0.65,0.35,954,1242
7948,0,0.274,0.274,0,0.876,233,1912
7949,0.10200000000000001,0.748,0.10200000000000001,0.402,0.10200000000000001,257,1430
7950,1.0,0.711,0.711,1.0,0.139,160,1711
7951,0.17400000000000002,0,0.17400000000000002,0.976,0,470,699
7952,0.644,0.644,0.206,0.644,0.644,339,992
7953,0.065,0.785,0.785,1.0,0.785,590,1309
7954,0.251,0.251,0.551,0.599,0.251,19,1135
7955,0.806,0.043999999999999956,0.344,0.344,0.043999999999999956,140,1977
7956,0.848,0.302,0.848,0.5479999999999999,0.848,848,1786
7957,1.0,0.726,1.0,0.726,0.124,941,1515
7958,0.523,0.523,0.523,0.223,0.627,510,1548
7959,0,0,0.22899999999999995,0.22899999999999995,0.921,260,817
7960,0.5790000000000001,0.571,0.279,0.279,0.5790000000000001,427,442
7961,0.352,0.798,0.352,0.352,0.05199999999999996,769,1877
7962,0.5139999999999999,0.336,0.814,0.814,0.814,118,1233
7963,0.30099999999999993,0.30099999999999993,0.601,0.601,0.549,331,553
7964,0.24999999999999997,0.24999999999999997,0.24999999999999997,0,0.9,417,1552
7965,0.42,0.7300000000000001,0.43000000000000005,0.7300000000000001,0.7300000000000001,89,868
7966,0.208,0.208,0.642,0.508,0.508,916,1102
7967,0.471,0.379,0.771,0.471,0.471,905,1630
7968,0.01400000000000004,0.01400000000000004,0.31400000000000006,0.836,0.01400000000000004,832,1639
7969,0.783,0.783,0.483,0.783,0.367,487,866
7970,0.598,0.598,0.552,0.29799999999999993,0.598,844,1521
7971,0.279,0,0,0.871,0.279,467,795
7972,0.508,0.34199999999999997,0.642,0.642,0.642,83,651
7973,0.202,0.648,0.9480000000000001,0.648,0.9480000000000001,431,1483
7974,0.654,0.354,0.354,0.654,0.496,77,1603
7975,0,0,0.28200000000000003,0,0.868,56,667
7976,0.785,0.785,0.365,0.485,0.485,369,796
7977,0.609,0.541,0.30899999999999994,0.609,0.30899999999999994,481,723
7978,0.822,0.328,0.5219999999999999,0.822,0.822,449,1482
7979,0.23999999999999996,0.23999999999999996,0.91,0.23999999999999996,0,512,1744
7980,0.392,0.392,0.6920000000000001,0.392,0.458,211,1200
7981,0.5820000000000001,0.5820000000000001,0.28200000000000003,0.568,0.28200000000000003,538,1983
7982,0.32900000000000007,0.821,0.32900000000000007,0.32900000000000007,0.029000000000000054,505,572
7983,0.888,0.888,0.262,0.888,0.888,782,1524
7984,0,0.171,0,0.171,0.979,837,1531
7985,0.822,0.328,0.822,0.822,0.5219999999999999,15,1584
7986,0.1,0.75,0.1,0.1,0.1,296,742
7987,0.894,0,0.256,0,0.256,869,1600
7988,0,0,0.925,0.22499999999999995,0.22499999999999995,183,1582
7989,0.791,1,0.059,0.791,0.791,90,456
7990,0.27,0.58,0.5700000000000001,0.27,0.27,144,1092
7991,0.032,1.0,1.0,1.0,1.0,261,989
7992,0.76,0.09,0.09,0.39,0.09,755,1876
7993,0.83,0.32000000000000006,0.020000000000000046,0.32000000000000006,0.32000000000000006,71,325
7994,0.432,0.7180000000000001,0.7180000000000001,0.7180000000000001,0.7180000000000001,102,1675
7995,0.094,0.756,1.0,0.756,0.756,667,1672
7996,0.7300000000000001,0.42,0.43000000000000005,0.7300000000000001,0.43000000000000005,154,976
7997,0.695,0.15500000000000005,0.45500000000000007,0.15500000000000005,0.45500000000000007,807,1741
7998,0.137,1.0,0.713,1.0,1.0,630,995
7999,0.255,0.255,0.895,0.255,0.255,739,1481
8000,0.566,0.866,0.284,0.866,0.566,417,906
8001,0.725,0.12500000000000003,0.12500000000000003,0.42500000000000004,0.12500000000000003,580,1345
8002,0.612,0.912,0.912,0.912,0.238,155,347
8003,0.5,0.5,0.5,0.65,0.19999999999999998,924,1270
8004,0.28300000000000003,0.867,0,0.28300000000000003,0.28300000000000003,464,1921
8005,0.815,0.035,0.815,1.0,0.815,572,1885
8006,0.492,0.492,0.492,0.19199999999999998,0.658,326,1797
8007,0.386,0.464,0.386,0.386,0.386,873,1280
8008,0.556,0.256,0.594,0.256,0.256,129,846
8009,0.931,0.631,0.631,0.219,0.631,149,762
8010,0.14000000000000004,0.71,0.14000000000000004,0.44000000000000006,0.14000000000000004,222,1877
8011,0.599,0.551,0.551,0.251,0.551,24,1656
8012,0.264,0.886,0,0.264,0.264,872,1684
8013,1.0,0.125,1.0,0.725,1.0,855,1267
8014,0.8130000000000001,0.8130000000000001,0.513,0.337,0.8130000000000001,467,1136
8015,0.641,0.641,0.9410000000000001,0.209,0.9410000000000001,868,1871
8016,0.31999999999999995,0.62,0.31999999999999995,0.53,0.62,98,824
8017,0,0.20400000000000004,0.20400000000000004,0.946,0.20400000000000004,494,1738
8018,0,0.20000000000000004,0,0,0.95,54,1979
8019,0.30499999999999994,0.545,0.30499999999999994,0.605,0.30499999999999994,493,1019
8020,0.166,0.984,0.984,0.984,0.984,716,787
8021,0.527,0.623,0.32299999999999995,0.623,0.623,52,1708
8022,0.10800000000000001,0.10800000000000001,0.40800000000000003,0.10800000000000001,0.742,557,1093
8023,0.715,0.4149999999999999,0.435,0.715,0.715,782,974
8024,0.328,0.822,0.822,0.5219999999999999,0.5219999999999999,777,1695
8025,0.5099999999999999,0.8099999999999999,0.5099999999999999,0.8099999999999999,0.34,69,1117
8026,1.0,1,1.0,0.033,1.0,513,1790
8027,0.602,0.602,0.602,0.548,0.30199999999999994,872,1312
8028,0.03,0.82,0.82,1.0,0.82,940,1882
8029,0.367,0.06699999999999998,0.783,0.06699999999999998,0.06699999999999998,250,1152
8030,0.3360000000000001,0.03600000000000006,0.03600000000000006,0.3360000000000001,0.814,957,1772
8031,0,0,0,0.945,0.20500000000000004,577,1514
8032,1.0,0.118,1.0,1.0,1.0,199,318
8033,0.65,0.65,0.35,0.65,0.5,610,1596
8034,0,0.17,0.98,0,0.17,470,1532
8035,0.626,0.224,0.224,0.224,0.524,151,506
8036,0.763,0.763,0.763,0.46299999999999997,0.387,750,1574
8037,0.261,0.561,0.261,0.261,0.589,226,1949
8038,0.628,0.522,0.32799999999999996,0.32799999999999996,0.32799999999999996,910,1241
8039,0.22899999999999995,0.22899999999999995,0.22899999999999995,0.921,0,344,656
8040,0.147,0.703,0.703,1.0,0.703,148,1539
8041,0.51,0.64,0.33999999999999997,0.64,0.64,626,797
8042,0.233,0.233,0.617,0.233,0.533,376,1673
8043,0.42499999999999993,0.725,0.42499999999999993,0.725,0.425,434,1225
8044,0.799,0.351,0.499,0.499,0.499,575,1236
8045,0.6569999999999999,0.6569999999999999,0.6569999999999999,0.193,0.6569999999999999,453,1405
8046,0.267,0.583,0.583,0.583,0.583,772,1683
8047,0,0.253,0,0.897,0.253,492,1445
8048,0.44800000000000006,0.14800000000000005,0.14800000000000005,0.702,0.44800000000000006,274,1370
8049,0.6589999999999999,0.6589999999999999,0.6589999999999999,0.191,0.6589999999999999,25,96
8050,0.29700000000000004,0,0,0.853,0.29700000000000004,675,1213
8051,0.755,0.45499999999999996,0.45499999999999996,0.395,0.755,574,781
8052,0.228,0.622,0.228,0.528,0.228,451,1086
8053,0.411,0.43899999999999995,0.739,0.739,0.739,187,1347
8054,0.507,0.343,0.807,0.507,0.807,625,1007
8055,0.03600000000000006,0.3360000000000001,0.3360000000000001,0.03600000000000006,0.814,952,1780
8056,0.984,0,0.166,0.166,0,285,451
8057,0.7240000000000001,0.426,0.7240000000000001,0.7240000000000001,0.42400000000000004,625,1632
8058,0.353,0.653,0.353,0.497,0.353,870,1840
8059,0.211,0.9390000000000001,0.639,0.9390000000000001,0.639,627,1550
8060,0.998,0,0,0.152,0,85,1022
8061,0.7280000000000001,0.42800000000000005,0.422,0.7280000000000001,0.42800000000000005,896,1158
8062,0.017000000000000043,0.017000000000000043,0.833,0.31700000000000006,0.017000000000000043,422,1835
8063,0.377,0.773,0.377,0.377,0.377,742,1941
8064,0.484,0.666,0.484,0.18399999999999997,0.18399999999999997,901,1454
8065,0.074,0.776,0.776,1.0,0.776,668,1883
8066,0.364,0.364,0.786,0.364,0.06399999999999997,899,1072
8067,0.605,0.24500000000000002,0.545,0.545,0.24500000000000002,272,1637
8068,0.31200000000000006,0.012000000000000038,0.31200000000000006,0.012000000000000038,0.838,339,896
8069,0.609,0.909,0.909,0.241,0.609,187,1808
8070,0.344,0.806,0.806,0.806,0.506,732,1217
8071,0.723,0.723,0.127,0.723,1,884,1574
8072,0.668,0.482,0.368,0.668,0.668,972,1492
8073,0.116,0.734,1.0,0.734,1.0,120,954
8074,0.646,0.504,0.646,0.646,0.646,66,1642
8075,0,0,0.19500000000000003,0,0.955,999,1080
8076,0.16599999999999995,0.16599999999999995,0.46599999999999997,0.46599999999999997,0.684,515,1101
8077,0.859,0,0,0,0.29100000000000004,795,1639
8078,0.498,0.498,0.352,0.498,0.798,673,1683
8079,0.7020000000000001,0.402,0.448,0.402,0.7020000000000001,79,826
8080,0.846,0.304,0.846,0.846,0.846,752,1331
8081,1.0,0.01,0.84,0.84,1.0,538,1960
8082,0.18300000000000002,0,0,0,0.967,11,1698
8083,0.8590000000000001,0.559,0.8590000000000001,0.291,0.559,477,846
8084,0.531,0.531,0.8310000000000001,0.319,0.8310000000000001,436,1030
8085,0.635,0.515,0.33499999999999996,0.635,0.33499999999999996,29,105
8086,0.8350000000000001,0.535,0.535,0.315,0.535,299,1900
8087,0.914,0.914,0.236,0.914,0.914,544,978
8088,0.831,1,0.831,0.019,0.831,389,420
8089,0.345,0.645,0.645,0.505,0.345,912,1909
8090,0.922,0.922,0.228,0.922,0.622,314,770
8091,0.345,0.345,0.805,0.04499999999999996,0.345,548,1108
8092,0.934,0.21599999999999994,0.21599999999999994,0,0,551,890
8093,1.0,0.065,0.785,1.0,1.0,224,1399
8094,1.0,0.064,1.0,1.0,0.7859999999999999,248,1167
8095,0.587,0.263,0.587,0.587,0.887,561,1253
8096,0,0.252,0.898,0,0.252,59,1263
8097,0.351,0.799,0.351,0.05099999999999996,0.351,90,1729
8098,0.741,1,0.741,0.741,0.109,7,1061
8099,0.823,1,1.0,0.027,1.0,158,910
8100,0.821,0.029000000000000054,0.32900000000000007,0.32900000000000007,0.029000000000000054,276,1637
8101,0.765,0.46499999999999997,0.765,0.385,0.46499999999999997,755,1291
8102,0.715,0.135,1.0,0.715,0.715,843,1535
8103,0.877,0.577,0.877,0.577,0.273,181,860
8104,0.761,1,1.0,0.089,1.0,314,1774
8105,0.18999999999999997,0.18999999999999997,0.49,0.18999999999999997,0.66,100,135
8106,0.272,0,0.272,0.878,0.272,925,1406
8107,0.7420000000000001,0.44200000000000006,0.7420000000000001,0.44200000000000006,0.408,709,1706
8108,0.876,0.274,0,0,0.274,793,1203
8109,0.6829999999999999,0.467,0.3829999999999999,0.3829999999999999,0.3829999999999999,796,1669
8110,0.31399999999999995,0.536,0.31399999999999995,0.31399999999999995,0.31399999999999995,912,1341
8111,0.073,0.777,1.0,0.777,0.777,362,796
8112,0.965,0,0.18500000000000003,0.18500000000000003,0,892,909
8113,0.59,0.56,0.26,0.56,0.56,733,1518
8114,0.854,0.296,0.5539999999999999,0.854,0.5539999999999999,292,1645
8115,0,0.20900000000000005,0.20900000000000005,0.20900000000000005,0.941,813,1065
8116,0.38,0.38,0.07999999999999999,0.38,0.77,939,1051
8117,1.0,1,1.0,0.052,1.0,454,1552
8118,0.611,0.31099999999999994,0.539,0.611,0.31099999999999994,142,411
8119,0.574,0.874,0.574,0.874,0.276,592,1086
8120,0.504,0.204,0.646,0.504,0.204,7,1357
8121,0.772,1,0.078,1.0,0.772,187,1894
8122,0.366,0.366,0.666,0.666,0.484,882,1488
8123,0.75,0.4,0.75,0.75,0.75,841,1670
8124,0.617,0.31699999999999995,0.31699999999999995,0.31699999999999995,0.533,75,1274
8125,0.912,0.238,0.912,0.612,0.912,322,1641
8126,0.0010000000000000286,0.30100000000000005,0.30100000000000005,0.30100000000000005,0.849,712,937
8127,0.5539999999999999,0.5539999999999999,0.296,0.854,0.854,873,1683
8128,0.061,1.0,0.789,1.0,1.0,34,1254
8129,0,0,0,0.19900000000000004,0.951,882,1941
8130,0.4109999999999999,0.4109999999999999,0.4109999999999999,0.439,0.4109999999999999,154,187
8131,0.349,0.501,0.501,0.501,0.501,554,879
8132,0.232,0.918,0.918,0.918,0.918,753,1610
8133,0.277,0.573,0.5770000000000001,0.5770000000000001,0.277,239,1323
8134,0.05699999999999997,0.05699999999999997,0.357,0.05699999999999997,0.793,230,558
8135,0.03300000000000006,0.817,0.03300000000000006,0.3330000000000001,0.3330000000000001,315,498
8136,0.6749999999999999,0.975,0.975,0.975,0.175,892,1854
8137,0.76,1,0.09,1.0,1,961,1818
8138,0.625,0.225,0.625,0.925,0.625,336,1053
8139,0.919,0.619,0.919,0.231,0.919,791,1946
8140,0.557,0.257,0.557,0.257,0.593,396,1400
8141,0.428,0.42200000000000004,0.7220000000000001,0.7220000000000001,0.42200000000000004,298,1527
8142,0.719,0.719,0.131,0.719,1,401,786
8143,0.42600000000000005,0.7260000000000001,0.42600000000000005,0.424,0.42600000000000005,208,1202
8144,0.947,0.203,0.6469999999999999,0.947,0.947,934,1986
8145,0,0.954,0.19600000000000004,0,0.19600000000000004,442,1377
8146,0.12200000000000003,0.12200000000000003,0.42200000000000004,0.728,0.42200000000000004,770,1994
8147,0.869,0.869,0.281,0.869,0.569,747,999
8148,0.716,1,1.0,1.0,0.134,201,1648
8149,0.017000000000000043,0.017000000000000043,0.833,0.31700000000000006,0.017000000000000043,590,606
8150,0.14200000000000004,0.708,0.44200000000000006,0.44200000000000006,0.44200000000000006,845,1564
8151,0.381,0.08099999999999999,0.08099999999999999,0.769,0.381,659,1623
8152,0.19800000000000004,0.19800000000000004,0.952,0,0.19800000000000004,592,1906
8153,0.249,0.601,0.901,0.901,0.601,341,1467
8154,0.18199999999999997,0.18199999999999997,0.18199999999999997,0.668,0.18199999999999997,875,1219
8155,0.602,0.602,0.902,0.248,0.602,394,1579
8156,0.392,0.758,0.092,0.392,0.092,509,786
8157,0.661,0.661,0.661,0.489,0.361,990,1620
8158,0.961,0.6609999999999999,0.189,0.6609999999999999,0.961,303,1381
8159,0.39,0.09,0.39,0.39,0.76,480,1401
8160,0.586,0.586,0.886,0.886,0.264,68,630
8161,0.6880000000000001,0.388,0.6880000000000001,0.462,0.6880000000000001,356,1244
8162,0.41700000000000004,0.41700000000000004,0.41700000000000004,0.733,0.41700000000000004,129,750
8163,0.266,0,0.884,0,0,500,1334
8164,0.52,0.22,0.52,0.63,0.22,643,1238
8165,0.6920000000000001,0.458,0.392,0.392,0.392,867,893
8166,0,0.969,0,0.18100000000000002,0,102,185
8167,0.21599999999999994,0.21599999999999994,0.21599999999999994,0.934,0.21599999999999994,196,660
8168,0.16100000000000006,0.16100000000000006,0.16100000000000006,0.689,0.4610000000000001,704,1779
8169,0.777,0.777,0.373,0.777,0.777,815,1499
8170,1.0,1,0.778,0.072,1.0,917,990
8171,0,0.965,0,0,0,300,1072
8172,0.33100000000000007,0.819,0.33100000000000007,0.031000000000000055,0.33100000000000007,153,592
8173,0.718,0.13200000000000003,0.13200000000000003,0.43200000000000005,0.43200000000000005,971,1114
8174,1.0,1,0.717,0.133,0.717,243,1128
8175,0.14800000000000005,0.702,0.14800000000000005,0.44800000000000006,0.44800000000000006,217,1685
8176,0.44699999999999995,0.747,0.44699999999999995,0.747,0.403,880,1367
8177,0.5670000000000001,0.5670000000000001,0.5670000000000001,0.8670000000000001,0.283,182,939
8178,0.8590000000000001,0.8590000000000001,0.291,0.8590000000000001,0.559,907,1699
8179,0.615,0.235,0.615,0.615,0.915,494,681
8180,0.307,0.8430000000000001,0.8430000000000001,0.8430000000000001,0.543,656,1897
8181,0.12300000000000003,0.12300000000000003,0.727,0.42300000000000004,0.42300000000000004,828,1475
8182,0.789,0.489,0.489,0.789,0.361,950,1091
8183,0.04499999999999996,0.04499999999999996,0.805,0.04499999999999996,0.04499999999999996,836,1154
8184,0.541,0.541,0.541,0.309,0.8410000000000001,163,502
8185,0.171,0.171,0.979,0.171,0.171,604,697
8186,0.824,0.02600000000000005,0.32600000000000007,0.02600000000000005,0.32600000000000007,123,492
8187,0.349,0.649,0.649,0.501,0.349,879,1991
8188,0.9740000000000001,0.176,0.9740000000000001,0.674,0.674,450,820
8189,0,0,0,0.949,0.20100000000000004,307,996
8190,0.913,0.913,0.913,0.237,0.613,721,1798
8191,0.641,0.9410000000000001,0.641,0.209,0.641,224,1623
8192,0.029000000000000054,0.821,0.029000000000000054,0.029000000000000054,0.32900000000000007,533,938
8193,0.477,0.477,0.673,0.477,0.17699999999999996,70,394
8194,0.834,1,0.834,0.834,0.016,530,557
8195,0.367,0.367,0.483,0.667,0.667,557,1451
8196,0.673,0.373,0.673,0.477,0.373,814,1721
8197,0.474,0.676,0.17399999999999996,0.17399999999999996,0.474,818,1468
8198,0.364,0.486,0.786,0.786,0.486,606,1948
8199,0.742,0.108,0.742,1.0,0.742,235,1513
8200,0.28900000000000003,0.28900000000000003,0.28900000000000003,0,0.861,551,643
8201,0.31800000000000006,0.832,0.31800000000000006,0.31800000000000006,0.018000000000000044,375,1616
8202,0.33999999999999997,0.64,0.64,0.51,0.33999999999999997,232,1246
8203,0.504,0.204,0.504,0.204,0.646,848,1644
8204,0.02400000000000005,0.32400000000000007,0.02400000000000005,0.02400000000000005,0.826,498,1292
8205,0.391,0.091,0.091,0.391,0.759,183,503
8206,0.225,0.225,0.225,0.625,0.225,652,1073
8207,0.382,0.768,0.08199999999999999,0.382,0.382,918,1262
8208,0.564,0.286,0.564,0.864,0.864,897,1367
8209,0,0.20600000000000004,0.944,0,0.20600000000000004,725,836
8210,0.5439999999999999,0.5439999999999999,0.844,0.306,0.5439999999999999,356,944
8211,0.42500000000000004,0.12500000000000003,0.725,0.42500000000000004,0.12500000000000003,564,621
8212,0.674,0.476,0.476,0.17599999999999996,0.17599999999999996,770,1600
8213,0.787,0.363,0.06299999999999997,0.06299999999999997,0.06299999999999997,183,1074
8214,0.42100000000000004,0.12100000000000002,0.12100000000000002,0.12100000000000002,0.729,596,1634
8215,1.0,0.848,1.0,0.848,0.002,559,1579
8216,0.477,0.777,0.777,0.777,0.373,760,1541
8217,0.815,0.815,1.0,0.035,1.0,725,1697
8218,0.14200000000000004,0.44200000000000006,0.708,0.14200000000000004,0.14200000000000004,683,1475
8219,0.632,0.518,0.33199999999999996,0.632,0.33199999999999996,440,632
8220,0.77,1,0.77,1.0,0.08,879,1050
8221,0.783,0.483,0.783,0.367,0.483,542,1058
8222,0.871,0.279,0.871,0.871,0.571,536,1686
8223,0.358,0.05799999999999997,0.05799999999999997,0.05799999999999997,0.792,669,923
8224,0.965,0.965,0.185,0.965,0.6649999999999999,994,1814
8225,0.617,0.31699999999999995,0.617,0.533,0.31699999999999995,366,419
8226,0,0.896,0.254,0,0.254,265,1884
8227,0.566,0.566,0.566,0.284,0.866,847,1504
8228,0.673,0.373,0.477,0.373,0.373,430,1359
8229,0.763,0.763,0.087,1.0,0.763,175,764
8230,0.492,0.19199999999999998,0.658,0.19199999999999998,0.492,33,394
8231,0.20500000000000004,0,0,0.945,0.20500000000000004,415,1454
8232,0.8510000000000001,0.551,0.8510000000000001,0.299,0.551,138,1085
8233,0,0.24799999999999997,0,0.902,0,826,1166
8234,0.8119999999999999,0.5119999999999999,0.338,0.8119999999999999,0.8119999999999999,403,953
8235,1.0,0.767,1.0,0.083,0.767,179,1744
8236,0.7999999999999999,0.05,0.7999999999999999,0.7999999999999999,1.0,599,980
8237,0.026,1.0,1.0,0.824,1.0,701,1510
8238,0.012000000000000038,0.012000000000000038,0.31200000000000006,0.012000000000000038,0.838,642,1927
8239,0.807,0.807,0.343,0.507,0.807,595,1832
8240,0.807,0.807,0.507,0.507,0.343,503,727
8241,0.19799999999999998,0.498,0.19799999999999998,0.652,0.19799999999999998,269,626
8242,0.475,0.475,0.475,0.475,0.375,407,1807
8243,0.036,0.814,1.0,1.0,1.0,237,1026
8244,0.23,0.62,0.62,0.92,0.92,298,1845
8245,0.996,0,0.154,0.154,0.154,932,1925
8246,0.288,0.862,0.862,0.5619999999999999,0.5619999999999999,888,1508
8247,0.365,0.365,0.06499999999999997,0.785,0.365,228,695
8248,0.9430000000000001,0.9430000000000001,0.643,0.643,0.207,342,1816
8249,0.24400000000000002,0.544,0.544,0.24400000000000002,0.606,650,746
8250,0.987,0,0.163,0,0,903,960
8251,0.30399999999999994,0.604,0.546,0.30399999999999994,0.30399999999999994,929,1103
8252,0.3949999999999999,0.455,0.695,0.695,0.3949999999999999,407,1066
8253,0.582,0.5680000000000001,0.268,0.268,0.268,787,1199
8254,0.7180000000000001,0.7180000000000001,0.7180000000000001,0.41800000000000004,0.432,852,1725
8255,1.0,0.025,1.0,1.0,1.0,88,880
8256,0.973,0.6729999999999999,0.177,0.973,0.973,5,1636
8257,0.32100000000000006,0.021000000000000046,0.829,0.021000000000000046,0.021000000000000046,869,1207
8258,0.473,0.473,0.17299999999999996,0.677,0.17299999999999996,609,1804
8259,0.739,1,0.739,0.111,1.0,663,1603
8260,0.24599999999999997,0,0,0.904,0,890,1971
8261,0.5119999999999999,0.5119999999999999,0.8119999999999999,0.5119999999999999,0.338,509,1056
8262,0,0.891,0.259,0,0.259,434,685
8263,0.18199999999999997,0.18199999999999997,0.18199999999999997,0.482,0.668,40,350
8264,0.59,0.56,0.2899999999999999,0.2899999999999999,0.2899999999999999,640,705
8265,1.0,1,0.842,1.0,0.008,608,898
8266,0.41200000000000003,0.738,0.41200000000000003,0.41200000000000003,0.41200000000000003,324,1636
8267,0.551,0.551,0.299,0.8510000000000001,0.551,138,447
