id,v,w,x,y,z,ts_in,ts_out
5851,0.17,0.861,0.017,0.19,0.902,284,1053
5852,0.688,0.432,0.073,0.122,0.34,982,1188
5853,0.625,0.54,0.834,0.991,0.12,548,1126
5854,0.183,0.276,0.557,0.502,0.895,61,1988
5855,0.617,0.629,0.54,0.029,0.535,531,1678
5856,0.444,0.392,0.121,0.371,0.14,330,480
5857,0.989,0.924,0.087,0.002,0.167,123,1525
5858,0.636,0.15,0.671,0.958,0.631,133,1720
5859,0.782,0.876,0.526,0.1,0.807,458,825
5860,0.38,0.94,0.984,0.829,0.962,27,1361
5861,0.674,0.058,0.107,0.477,0.446,989,1129
5862,0.368,0.215,0.604,0.595,0.873,350,880
5863,0.939,0.101,0.722,0.535,0.78,271,1544
5864,0.146,0.604,0.439,0.873,0.553,167,787
5865,0.516,0.793,0.567,0.342,0.876,970,1196
5866,0.757,0.294,0.193,0.138,0.58,478,1103
5867,0.095,0.091,0.41,0.414,0.242,977,1455
5868,0.744,0.34,0.213,0.79,0.802,658,1475
5869,0.786,0.813,0.154,0.995,0.046,753,1647
5870,0.624,0.318,0.738,0.5,0.491,798,990
5871,0.461,0.027,0.245,0.633,0.708,825,1665
5872,0.237,0.061,0.64,0.653,0.233,777,797
5873,0.515,0.728,0.188,0.027,0.515,593,1142
5874,0.32,0.319,0.157,0.289,0.644,164,382
5875,0.973,0.967,0.428,0.866,0.155,650,977
5876,0.252,0.578,0.389,0.561,0.28,443,1338
5877,0.164,0.567,0.347,0.667,0.305,328,1306
5878,0.075,0.824,0.34,0.633,0.115,685,1283
5879,0.34,0.256,0.198,0.159,0.192,195,1908
5880,0.802,0.412,0.012,0.775,0.594,393,1546
5881,0.834,0.466,0.819,0.518,0.919,277,1795
5882,0.849,0.537,0.146,0.518,0.517,707,1026
5883,0.305,0.016,0.614,0.809,0.739,882,1798
5884,0.39,0.037,0.483,0.575,0.974,767,944
5885,0.106,0.63,0.296,0.143,0.802,666,1939
5886,0.665,0.214,0.114,0.402,0.569,205,1227
5887,0.768,0.617,0.163,0.144,0.435,701,1266
5888,0.326,0.097,0.298,0.978,0.953,350,1060
5889,0.5,0.495,0.113,0.986,0.69,126,1603
5890,0.785,0.908,0.959,0.73,0.305,943,1032
5891,0.734,0.516,0.745,0.092,0.352,492,860
5892,0.368,0.839,0.352,0.218,0.426,6,1044
5893,0.999,0.383,0.631,0.049,0.505,641,1748
5894,0.2,0.797,0.932,0.768,0.12,441,1356
5895,0.152,0.017,0.096,0.037,0.87,919,1837
5896,0.321,0.465,0.145,0.849,0.561,652,1283
5897,0.004,0.399,0.626,0.202,0.884,678,1639
5898,0.903,0.786,0.537,0.931,0.125,994,1317
5899,0.142,0.191,0.49,0.499,0.897,465,1895
5900,0.721,0.641,0.284,0.453,0.591,195,1951
5901,0.096,0.948,0.394,0.834,0.787,1,1076
5902,0.847,0.106,0.542,0.222,0.076,674,797
5903,0.721,0.981,0.352,0.866,0.372,63,1280
5904,0.872,0.923,0.632,0.683,0.913,936,1759
5905,0.488,0.035,0.09,0.818,0.356,421,1432
5906,0.55,0.514,0.768,0.159,0.369,918,1712
5907,0.631,0.591,0.055,0.852,0.578,944,1880
5908,0.919,0.888,0.647,0.027,0.053,957,1490
5909,0.51,0.423,0.868,0.317,0.346,942,1237
5910,0.235,0.292,0.315,0.447,0.154,846,918
5911,0.797,0.778,0.968,0.757,0.463,851,1488
5912,0.239,0.832,0.96,0.304,0.718,610,1171
5913,0.553,0.022,0.494,0.171,0.774,294,936
5914,0.031,0.725,0.378,0.495,0.951,319,1212
5915,0.659,0.975,0.337,0.671,0.681,486,1862
5916,0.445,0.245,0.235,0.588,0.61,983,1960
5917,0.276,0.923,0.104,0.026,0.295,108,531
5918,0.744,0.344,0.681,0.353,0.225,195,1025
5919,0.913,0.426,0.219,0.318,0.743,70,1522
5920,0.017,0.59,0.381,0.568,0.513,67,1623
5921,0.907,0.05,0.433,0.526,0.369,770,948
5922,0.299,0.563,0.426,0.584,0.186,527,1921
5923,0.425,0.834,0.957,0.808,0.901,228,789
5924,0.904,0.456,0.094,0.659,0.49,760,1508
5925,0.099,0.421,0.237,0.941,0.605,852,899
5926,0.426,0.91,0.348,0.557,0.013,455,1235
5927,0.117,0.043,0.081,0.933,0.299,861,1137
5928,0.909,0.113,0.976,0.563,0.866,57,1526
5929,0.823,0.526,0.509,0.863,0.91,593,1122
5930,0.89,0.313,0.074,0.318,0.208,178,1457
5931,0.254,0.264,0.035,0.147,0.75,591,1777
5932,0.855,0.588,0.909,0.181,0.764,977,1221
5933,0.535,0.938,0.342,0.996,0.818,47,488
5934,0.619,0.165,0.527,0.678,0.611,591,961
5935,0.736,0.399,0.165,0.884,0.962,513,1949
5936,0.857,0.207,0.383,0.517,0.182,100,198
5937,0.056,0.405,0.558,0.522,0.067,43,1926
5938,0.005,0.258,0.419,0.052,0.396,122,1235
5939,0.755,0.664,0.834,0.126,0.724,516,1173
5940,0.212,0.338,0.8,0.123,0.237,31,151
5941,0.895,0.739,0.733,0.145,0.171,366,1772
5942,0.569,0.456,0.794,0.495,0.175,323,788
5943,0.66,0.943,0.21,0.882,0.667,966,1298
5944,0.304,0.661,0.021,0.019,0.452,338,546
5945,0.455,0.238,0.755,0.287,0.558,334,1894
5946,0.862,0.224,0.613,0.197,0.731,498,1658
5947,0.685,0.337,0.418,0.47,0.965,781,1498
5948,0.557,0.37,0.031,0.065,0.889,909,1880
5949,0.993,0.491,0.451,0.169,0.837,91,345
5950,0.758,0.46,0.634,0.132,0.377,693,1979
5951,0.97,0.147,0.423,0.283,0.131,78,185
5952,0.568,0.678,0.21,0.114,0.985,44,1696
5953,0.819,0.412,0.945,0.699,0.414,886,1367
5954,0.615,0.736,0.997,0.187,0.962,417,435
5955,0.407,0.627,1.0,0.388,0.072,95,290
5956,0.916,0.479,0.858,0.157,0.326,857,1765
5957,0.663,0.457,0.772,0.979,0.666,888,1597
5958,0.488,0.253,0.91,0.222,0.958,214,1509
5959,0.71,0.143,0.365,0.625,0.804,93,1327
5960,0.695,0.883,0.704,0.243,0.656,778,1612
5961,0.58,0.837,0.595,0.979,0.203,64,1100
5962,0.912,0.04,0.802,0.294,0.886,861,1974
5963,0.241,0.319,0.458,0.291,0.391,854,1596
5964,0.97,0.678,0.725,0.897,0.72,402,1009
5965,0.1,0.295,0.696,0.99,0.913,242,544
5966,0.987,0.084,0.535,0.993,0.593,77,1230
5967,0.177,0.482,0.426,0.253,0.258,907,1233
5968,0.379,0.647,0.966,0.848,0.887,827,865
5969,0.841,0.635,0.462,0.211,0.065,431,1407
5970,0.458,0.527,0.964,0.293,0.117,604,1725
5971,0.366,0.277,0.209,0.77,0.289,123,547
5972,0.058,0.027,0.686,0.539,0.98,440,1037
5973,0.607,0.479,0.433,0.873,0.578,782,1425
5974,0.545,0.186,0.408,0.306,0.87,429,964
5975,0.743,0.655,0.495,0.798,0.566,593,1167
5976,0.313,0.125,0.416,0.816,0.723,820,1675
5977,0.029,0.887,0.584,0.101,0.345,330,1216
5978,0.359,0.708,0.247,0.571,0.164,787,1678
5979,0.927,0.181,0.154,0.984,0.41,312,556
5980,0.078,0.598,0.82,0.871,0.717,816,869
5981,0.13,0.706,0.693,0.716,0.564,126,1668
5982,0.278,0.538,0.989,0.483,0.837,444,600
5983,0.514,0.155,0.476,0.255,0.491,274,842
5984,0.907,0.473,0.04,0.502,0.176,876,1219
5985,0.024,0.557,0.502,0.322,0.112,418,1305
5986,0.813,0.176,0.883,0.57,0.327,752,1086
5987,0.082,0.882,0.675,0.013,0.54,967,1228
5988,0.31,0.115,0.705,0.226,0.6,51,739
5989,0.09,0.283,0.255,0.331,0.048,245,1793
5990,0.847,0.93,0.82,0.371,0.916,21,309
5991,0.061,0.31,0.694,0.123,0.061,665,1492
5992,0.89,0.547,0.787,0.47,0.741,533,1721
5993,0.461,0.381,0.717,0.662,0.385,207,894
5994,0.326,0.977,0.28,0.733,0.915,155,1528
5995,0.096,0.195,0.393,0.244,0.9,821,1219
5996,0.946,0.376,0.366,0.016,0.867,650,814
5997,0.682,0.678,0.899,0.162,0.973,509,828
5998,0.608,0.625,0.875,0.746,0.664,717,739
5999,0.184,0.563,0.503,0.0,0.446,932,1213
6000,0.216,0.959,0.663,0.01,0.979,806,842
6001,0.606,0.324,0.121,0.815,0.354,353,1714
6002,0.243,0.492,0.861,0.348,0.613,172,192
6003,0.988,0.52,0.937,0.186,0.685,758,989
6004,0.971,0.917,0.681,0.156,0.658,142,888
6005,0.945,0.579,0.775,0.351,0.954,651,853
6006,0.5,0.67,0.085,0.028,0.205,711,955
6007,0.458,0.697,0.27,0.239,0.66,624,925
6008,0.725,0.681,0.636,0.797,0.669,821,1353
6009,0.657,0.833,0.313,0.202,0.556,875,1277
6010,0.082,0.166,0.762,0.831,0.925,937,1983
6011,0.309,0.656,0.754,0.344,0.012,861,1643
6012,0.222,0.233,0.565,0.02,0.634,290,1061
6013,0.642,0.173,0.744,0.165,0.127,778,1838
6014,0.505,0.366,0.508,0.105,0.608,952,1224
6015,0.544,0.133,0.028,0.655,0.157,811,1523
6016,0.105,0.84,0.668,0.979,0.61,64,1873
6017,0.878,0.675,0.373,0.939,0.347,198,1735
6018,0.233,0.746,0.368,0.537,0.679,693,762
6019,0.919,0.778,0.916,0.392,0.457,281,1426
6020,0.412,0.048,0.384,0.998,0.601,752,1194
6021,0.593,0.216,0.966,0.006,0.628,337,1474
6022,0.238,0.935,0.774,0.124,0.378,62,852
6023,0.823,0.1,0.429,0.374,0.917,496,1855
6024,0.015,0.321,0.615,0.37,0.757,703,1127
6025,0.335,0.707,0.835,0.814,0.944,805,1567
6026,0.866,0.321,0.597,0.004,0.37,834,1691
6027,0.509,0.373,0.191,0.3,0.614,198,1630
6028,0.716,0.982,0.464,0.618,0.601,329,1937
6029,0.764,0.766,0.161,0.446,0.816,178,571
6030,0.96,0.58,0.221,0.733,0.85,782,831
6031,0.122,0.199,0.785,0.492,0.747,791,1555
6032,0.489,0.219,0.837,0.456,0.768,348,1490
6033,0.755,0.24,0.369,0.917,0.798,758,1413
6034,0.375,0.555,0.518,0.963,0.422,515,1699
6035,0.374,0.534,0.624,0.478,0.28,915,1748
6036,0.188,0.992,0.3,0.277,0.872,434,1678
6037,0.206,0.312,0.622,0.445,0.721,803,1284
6038,0.366,0.741,0.402,0.47,0.397,174,1817
6039,0.56,0.725,0.554,0.927,0.352,658,1987
6040,0.957,0.585,0.43,0.714,0.436,841,1861
6041,0.578,0.426,0.997,0.784,0.185,573,706
6042,0.563,0.971,0.11,0.043,0.876,864,1273
6043,0.567,0.488,0.407,0.89,0.44,301,1542
6044,0.116,0.461,0.74,0.259,0.568,915,1205
6045,0.543,0.717,0.921,0.307,0.452,910,1013
6046,0.048,0.43,0.165,0.882,0.29,779,841
6047,0.325,0.418,0.867,0.578,0.394,915,1209
6048,0.864,0.967,0.196,0.657,0.87,687,1678
6049,0.654,0.6,0.357,0.878,0.279,154,1769
6050,0.086,0.66,0.237,0.803,0.919,882,1433
6051,0.686,0.616,0.806,0.968,0.042,68,546
6052,0.873,0.703,0.179,0.845,0.099,604,1276
6053,0.302,0.761,0.548,0.895,0.25,957,1089
6054,0.822,0.408,0.048,0.04,0.336,971,1104
6055,0.945,0.449,0.224,0.043,0.135,627,1532
6056,0.37,0.726,0.546,0.624,0.217,800,1184
6057,0.286,0.48,0.538,0.199,0.502,899,1650
6058,0.916,0.421,0.707,0.236,0.44,862,1785
6059,0.132,0.638,0.077,0.167,0.701,963,1839
6060,0.78,0.873,0.015,0.708,0.183,787,1838
6061,0.647,0.434,0.18,0.12,0.678,905,1337
6062,0.693,0.257,0.323,0.136,0.106,157,341
6063,0.08,0.984,0.925,0.23,0.948,385,1976
6064,0.484,0.562,0.577,0.987,0.816,733,1372
6065,0.216,0.399,0.568,0.127,0.074,239,792
6066,0.451,0.992,0.233,0.305,0.496,115,753
6067,0.887,0.781,0.122,0.361,0.863,256,1256
6068,0.568,0.637,0.187,0.716,0.339,811,1272
6069,0.643,0.817,0.136,0.185,0.53,126,240
6070,0.141,0.735,0.697,0.149,0.961,635,1320
6071,0.72,0.299,0.488,0.596,0.711,295,1450
6072,0.19,0.349,0.431,0.624,0.116,500,1080
6073,0.662,0.243,0.733,0.906,0.5,973,1389
6074,0.817,0.586,0.075,0.81,0.775,315,1410
6075,0.386,0.103,0.442,0.515,0.883,824,1485
6076,0.159,0.59,0.804,0.337,0.161,289,1742
6077,0.459,0.471,0.593,0.525,0.302,820,1964
6078,0.79,0.147,0.836,0.131,0.897,322,1932
6079,0.142,0.98,0.375,0.905,0.256,587,1747
6080,0.795,0.878,0.902,0.303,0.383,312,483
6081,0.026,0.003,0.71,0.176,0.166,507,1663
6082,0.409,0.598,0.687,0.523,0.98,608,842
6083,0.472,0.861,0.386,0.458,0.823,155,1834
6084,0.681,0.638,0.223,0.747,0.591,822,1078
6085,0.705,0.997,0.863,0.733,0.18,186,1421
6086,0.449,0.033,0.213,0.977,0.394,274,537
6087,0.525,0.456,0.417,0.22,0.226,164,1884
6088,0.83,0.302,0.462,0.497,0.618,886,1531
6089,0.388,0.234,0.497,0.758,0.408,425,490
6090,0.506,0.742,0.644,0.059,0.231,168,854
6091,0.706,0.172,0.197,0.592,0.283,920,1896
6092,0.226,0.551,0.24,0.37,0.597,299,1593
6093,0.076,0.974,0.088,0.455,0.645,720,963
6094,0.319,0.413,0.576,0.51,0.748,173,1733
6095,0.962,0.005,0.153,0.093,0.902,43,390
6096,0.439,0.462,0.837,0.42,0.204,559,1446
6097,0.372,0.73,0.532,0.836,0.306,777,1126
6098,0.498,0.038,0.039,0.504,0.658,959,1149
6099,0.84,0.182,0.07,0.277,0.091,721,841
6100,0.81,0.418,0.948,0.338,0.005,744,1470
6101,0.302,0.964,0.726,0.713,0.678,431,984
6102,0.391,0.171,0.597,0.959,0.22,671,1688
6103,0.764,0.426,0.821,0.528,0.469,527,1361
6104,0.418,0.591,0.619,0.812,0.585,657,1632
6105,0.25,0.469,0.659,0.017,0.426,139,1037
6106,0.639,0.749,0.468,0.639,0.742,200,1380
6107,0.548,0.514,0.472,0.706,0.598,970,1550
6108,0.597,0.791,0.535,0.69,0.385,874,1482
6109,0.62,0.225,0.441,0.183,0.767,906,1355
6110,0.507,0.99,0.722,0.198,0.666,355,1434
6111,0.566,0.371,0.522,0.297,0.967,220,1486
6112,0.39,0.197,0.704,0.453,0.998,708,1077
6113,0.119,0.054,0.242,0.848,0.921,917,1167
6114,0.015,0.847,0.745,0.193,0.348,334,520
6115,0.007,0.365,0.078,0.152,0.551,642,767
6116,0.898,0.919,0.912,0.038,0.26,140,360
6117,0.345,0.738,0.795,0.394,0.155,247,1218
6118,0.353,0.882,0.903,0.487,0.904,910,1237
6119,0.765,0.252,0.51,0.097,0.561,532,798
6120,0.813,0.01,0.672,0.794,0.528,460,1669
6121,0.94,0.565,0.955,0.041,0.869,781,1415
6122,0.211,0.307,0.012,0.59,0.615,112,770
6123,0.442,0.175,0.892,0.942,0.35,143,1307
6124,0.864,0.328,0.473,0.643,0.78,770,1411
6125,0.847,0.768,0.167,0.746,0.479,227,868
6126,0.842,0.703,0.025,0.15,0.718,281,1614
6127,0.224,0.291,0.256,0.588,0.755,237,1917
6128,0.108,0.199,0.653,0.979,0.326,123,301
6129,0.377,0.882,0.913,0.488,0.81,401,1152
6130,0.958,0.677,0.628,0.154,0.362,344,1584
6131,0.164,0.718,0.039,0.122,0.851,834,1761
6132,0.987,0.893,0.855,0.195,0.722,311,1758
6133,0.012,0.932,0.507,0.484,0.462,918,1513
6134,0.685,0.777,0.399,0.241,0.869,859,1873
6135,0.926,0.652,0.223,0.848,0.224,415,1098
6136,0.201,0.409,0.604,0.376,0.804,630,1649
6137,0.486,0.543,0.529,0.934,0.544,542,1662
6138,0.463,0.056,0.83,0.291,0.621,500,1627
6139,0.308,0.969,0.329,0.252,0.78,588,1128
6140,0.817,0.393,0.872,0.637,0.487,130,560
6141,0.407,0.702,0.177,0.34,0.666,851,1122
6142,0.293,0.4,0.057,0.463,0.497,595,1009
6143,0.586,0.311,0.298,0.565,0.856,195,1805
6144,0.211,0.007,0.916,0.353,0.151,550,1305
6145,0.882,0.244,0.786,0.727,0.305,847,1097
6146,0.872,0.31,0.129,0.331,0.398,5,13
6147,0.248,0.533,0.676,0.754,0.851,476,499
6148,0.7,0.657,0.558,0.561,0.177,317,853
6149,0.327,0.291,0.059,0.681,0.262,227,1442
6150,0.909,0.924,0.979,0.768,0.683,5,1407
6151,0.012,0.95,0.665,0.572,0.794,63,549
6152,0.838,0.905,0.043,0.805,0.53,993,1356
6153,0.546,0.91,0.481,0.79,0.651,921,1605
6154,0.457,0.377,0.659,0.444,0.991,637,1860
6155,0.649,0.738,0.493,0.906,0.669,836,1341
6156,0.292,0.079,0.263,0.322,0.208,338,986
6157,0.645,0.153,0.05,0.767,0.016,180,1195
6158,0.991,0.974,0.591,0.676,0.718,380,1053
6159,0.04,0.364,0.992,0.158,0.732,302,480
6160,0.386,0.449,0.712,0.682,0.991,581,1045
6161,0.166,0.571,0.576,0.2,0.768,656,1489
6162,0.91,0.048,0.908,0.574,0.273,850,1541
6163,0.16,0.005,0.195,0.316,0.639,106,1987
6164,0.023,0.813,0.927,0.828,0.891,489,1756
6165,0.595,0.101,0.255,0.978,0.368,798,1827
6166,0.468,0.421,0.059,0.432,0.15,188,1925
6167,0.22,0.171,0.901,0.593,0.217,110,272
6168,0.234,0.586,0.003,0.817,0.631,195,1424
6169,0.428,0.526,0.697,0.276,0.8,635,1361
6170,0.592,0.271,0.598,0.627,0.096,2,1642
6171,0.016,0.011,0.031,0.349,0.857,236,1142
6172,0.251,0.76,0.028,0.754,0.257,958,1243
6173,0.562,0.666,0.974,0.073,0.212,933,1625
6174,0.041,0.523,0.237,0.24,0.129,264,983
6175,0.267,0.018,0.483,0.078,0.382,23,664
6176,0.693,0.228,0.54,0.172,0.556,373,1251
6177,0.569,0.337,0.992,0.806,0.622,724,1525
6178,0.755,0.521,0.986,0.953,0.214,259,1920
6179,0.688,0.09,0.057,0.781,0.351,603,1873
6180,0.066,0.781,0.877,0.468,0.377,836,1513
6181,0.44,0.093,0.97,0.02,0.309,792,1922
6182,0.252,0.967,0.301,0.234,0.67,972,1397
6183,0.321,0.281,0.63,0.571,0.799,901,1467
6184,0.846,0.48,0.583,0.666,0.791,871,1854
6185,0.632,0.336,0.465,0.775,0.046,387,647
6186,0.354,0.7,0.951,0.116,0.713,692,972
6187,0.689,0.356,0.532,0.933,0.566,679,829
6188,0.079,0.685,0.471,0.835,0.806,732,1933
6189,0.09,0.334,0.333,0.256,0.542,80,1959
6190,0.089,0.403,0.739,0.693,0.245,639,1784
6191,0.546,0.392,0.653,0.794,0.852,111,1378
6192,0.362,0.901,0.419,0.665,0.763,51,659
6193,0.269,0.944,0.595,0.987,0.655,150,881
6194,0.597,0.176,0.589,0.209,0.356,302,693
6195,0.434,0.662,0.998,0.675,0.803,376,1105
6196,0.824,0.365,0.415,0.234,0.042,621,1994
6197,0.521,0.126,0.833,0.882,0.417,47,1660
6198,0.377,0.923,0.615,0.163,0.286,483,1944
6199,0.067,0.752,0.671,0.504,0.049,644,1541
6200,0.067,0.25,0.084,0.097,0.493,242,1814
6201,0.591,0.816,0.25,0.457,0.649,925,1499
6202,0.025,0.598,0.118,0.736,0.462,782,1088
6203,0.295,0.117,0.979,0.855,0.493,919,1799
6204,0.093,0.663,0.523,0.214,0.607,358,1343
6205,0.102,0.719,0.784,0.639,0.886,331,1164
6206,0.011,0.849,0.554,0.962,0.56,598,1120
6207,0.219,0.194,0.895,0.746,0.185,413,1600
6208,0.131,0.061,0.126,0.049,0.116,664,1146
6209,0.601,0.006,0.404,0.664,0.189,840,1174
6210,0.037,0.496,0.492,0.613,0.127,780,1072
6211,0.712,0.084,0.306,0.728,0.449,142,425
6212,0.117,0.956,0.909,0.069,0.587,492,1066
6213,0.84,0.1,0.079,0.519,0.691,165,863
6214,0.686,0.482,0.531,0.168,0.143,282,728
6215,0.705,0.138,0.702,0.9,0.479,506,1370
6216,0.314,0.031,0.098,0.753,0.658,391,836
6217,0.898,0.74,0.432,0.566,0.31,228,763
6218,0.048,0.872,0.819,0.861,0.126,43,1139
6219,0.589,0.081,0.078,0.925,0.179,392,1480
6220,0.146,0.969,0.171,0.687,0.877,371,938
6221,0.362,0.364,0.801,0.296,0.534,793,1470
6222,0.789,0.408,0.739,0.686,0.135,858,1613
6223,0.996,0.5,0.821,0.797,0.642,214,441
6224,0.756,0.403,0.965,0.841,0.586,580,1089
6225,0.025,0.458,0.637,0.735,0.748,745,1740
6226,0.293,0.586,0.166,0.532,0.424,872,1202
6227,0.155,0.811,0.727,0.656,0.449,444,1917
6228,0.506,0.13,0.23,0.368,0.367,341,730
6229,0.952,0.345,0.689,0.348,0.858,58,555
6230,0.975,0.37,0.972,0.719,0.442,237,1308
6231,0.217,0.672,0.804,0.898,0.428,465,1111
6232,0.66,0.794,0.603,0.178,0.875,121,1731
6233,0.733,0.377,0.721,0.231,0.586,84,1550
6234,0.62,0.059,0.537,0.663,0.676,133,597
6235,0.424,0.198,0.654,0.032,0.691,288,671
6236,0.039,0.621,0.467,0.763,0.102,197,1792
6237,0.446,0.34,0.403,0.063,0.564,58,1532
6238,0.771,0.225,0.591,0.779,0.088,920,1741
6239,0.891,0.823,0.301,0.942,0.719,278,1333
6240,0.888,0.1,0.524,0.764,0.697,427,568
6241,0.259,0.052,0.604,0.092,0.41,330,745
6242,0.943,0.872,0.328,0.099,0.312,865,1672
6243,0.45,0.637,0.227,0.748,0.106,83,1285
6244,0.186,0.25,0.854,0.209,0.443,776,1112
6245,0.141,0.59,0.711,0.037,0.851,74,242
6246,0.1,0.35,0.156,0.468,0.461,468,1439
6247,0.368,0.722,0.147,0.742,0.407,821,1460
6248,0.29,0.394,0.265,0.409,0.418,41,515
6249,0.798,0.836,0.814,0.942,0.312,903,1485
6250,0.65,0.52,0.708,0.976,0.552,773,853
6251,0.584,0.604,0.192,0.81,0.356,169,1337
6252,0.277,0.101,0.584,0.715,0.098,393,614
6253,0.028,0.451,0.238,0.67,0.928,358,855
6254,0.993,0.997,0.653,0.499,0.462,160,214
6255,0.79,0.583,0.638,0.765,0.151,724,1734
6256,0.402,0.521,0.857,0.533,0.855,257,821
6257,0.672,0.614,0.923,0.399,0.414,516,1425
6258,0.526,0.76,0.248,0.545,0.204,570,729
6259,0.949,0.958,0.827,0.986,0.593,328,760
6260,0.974,0.059,0.589,0.653,0.945,938,1189
6261,0.768,0.464,0.655,0.182,0.513,960,1430
6262,0.227,0.142,0.378,0.476,0.508,415,463
6263,0.291,0.315,0.099,0.293,0.84,707,1294
6264,0.264,0.577,0.291,0.639,0.424,81,199
6265,0.908,0.267,0.796,0.855,0.366,848,876
6266,0.515,0.355,0.921,0.857,0.406,472,774
6267,0.797,0.603,0.045,0.717,0.947,421,1810
6268,0.195,0.533,0.468,0.13,0.585,475,1011
6269,0.7,0.85,0.585,0.579,0.289,903,1100
6270,0.436,0.297,0.233,0.835,0.761,943,1449
6271,0.715,0.276,0.527,0.063,0.735,897,1596
6272,0.115,0.842,0.794,0.711,0.175,574,1332
6273,0.939,0.242,0.711,0.977,0.541,299,921
6274,0.657,0.15,0.396,0.097,0.766,187,1549
6275,0.718,0.818,0.263,0.485,0.469,734,946
6276,0.841,0.645,0.969,0.745,0.332,719,1927
6277,0.447,0.787,0.122,0.342,0.589,109,1446
6278,0.341,0.239,0.845,0.938,0.747,793,1541
6279,0.891,0.659,0.281,0.988,0.66,604,1198
6280,0.526,0.629,0.457,0.019,0.011,155,1705
6281,0.204,0.023,0.075,0.736,0.283,406,1115
6282,0.307,0.839,0.711,0.519,0.383,110,276
6283,0.818,0.913,0.44,0.601,0.362,307,1050
6284,0.133,0.315,0.907,0.547,0.643,529,1969
6285,0.339,0.27,0.543,0.376,0.09,577,1040
6286,0.522,0.123,0.735,0.909,0.448,113,1762
6287,0.124,0.151,0.324,0.184,0.727,921,983
6288,0.11,0.691,0.675,0.002,0.434,946,1420
6289,0.252,0.831,0.29,0.045,0.848,617,1507
6290,0.775,0.447,0.905,0.951,0.823,44,357
6291,0.491,0.723,0.329,0.993,0.251,489,1908
6292,0.596,0.176,0.309,0.411,0.881,229,813
6293,0.997,0.67,0.371,0.804,0.347,503,1833
6294,0.586,0.728,0.726,0.352,0.394,133,1067
6295,0.98,0.907,0.351,0.981,0.725,579,1618
6296,0.014,0.398,0.172,0.584,0.249,71,1348
6297,0.915,0.263,0.429,0.033,0.153,852,1361
6298,0.686,0.326,0.628,0.649,0.575,891,1740
6299,0.453,0.467,0.049,0.225,0.339,974,1604
6300,0.185,0.796,0.475,0.464,0.681,671,1080
6301,0.491,0.478,0.593,0.858,0.087,370,1057
6302,0.361,0.003,0.221,0.282,0.19,808,1776
6303,0.826,0.362,0.848,0.564,0.817,535,733
6304,0.105,0.828,0.205,0.729,0.823,570,1433
6305,0.733,0.659,0.568,0.567,0.448,978,1679
6306,0.091,0.499,0.833,0.569,0.47,774,1321
6307,0.823,0.478,0.549,0.25,0.728,644,1763
6308,0.596,0.379,0.489,0.003,0.523,91,1478
6309,0.141,0.727,0.702,0.613,0.518,260,1936
6310,0.335,0.116,0.986,0.052,0.009,465,1600
6311,0.861,0.101,0.092,0.855,0.667,525,1517
6312,0.68,0.227,0.132,0.801,0.599,983,1204
6313,0.937,0.307,0.822,0.983,0.91,607,1853
6314,0.024,0.712,0.761,0.008,0.049,718,1049
6315,0.084,0.465,0.282,0.0,0.356,27,1412
6316,0.614,0.013,0.748,0.59,0.725,932,1627
6317,0.047,0.184,0.115,0.482,0.077,883,1586
6318,0.307,0.496,0.882,0.743,0.488,978,1224
6319,0.681,0.646,0.779,0.667,0.864,585,1392
6320,0.235,0.322,0.824,0.27,0.456,186,226
6321,0.307,0.317,0.03,0.281,0.587,795,1807
6322,0.995,0.67,0.063,0.736,0.854,922,1510
6323,0.315,0.199,0.382,0.412,0.302,601,1931
6324,0.102,0.589,0.077,0.379,0.096,417,1346
6325,0.979,0.767,0.877,0.847,0.658,299,344
6326,0.802,0.615,0.205,0.779,0.711,644,939
6327,0.028,0.962,0.006,0.441,0.426,762,879
6328,0.497,0.461,0.411,0.886,0.843,1000,1502
6329,0.229,0.247,0.716,0.558,0.49,261,380
6330,0.395,0.639,0.186,0.632,0.888,575,1984
6331,0.602,0.32,0.783,0.528,0.47,715,819
6332,0.352,0.027,0.107,0.418,0.909,96,1083
6333,0.152,0.795,0.104,0.722,0.888,360,1775
6334,0.752,0.637,0.201,0.059,0.314,923,1842
6335,0.177,0.595,0.842,0.896,0.102,232,794
6336,0.218,0.426,0.549,0.484,0.344,96,1012
6337,0.367,0.031,0.564,0.346,0.893,398,1529
6338,0.456,0.64,0.62,0.699,0.339,309,482
6339,0.878,0.985,0.646,0.78,0.652,28,257
6340,0.648,0.374,0.973,0.698,0.819,12,418
6341,0.274,0.642,0.323,0.017,0.035,782,1101
6342,0.874,0.027,0.994,0.215,0.748,97,491
6343,0.851,0.133,0.698,0.861,0.46,336,551
6344,0.929,0.792,0.674,0.863,0.967,512,1565
6345,0.674,0.713,0.891,0.998,0.431,797,1213
6346,0.019,0.333,0.412,0.033,0.28,781,1182
6347,0.084,0.347,0.751,0.295,0.213,433,446
6348,0.514,0.798,0.384,0.541,0.048,179,888
6349,0.441,0.349,0.401,0.633,0.916,588,1899
6350,0.896,0.944,0.348,0.785,0.345,195,1479
6351,0.526,0.38,0.961,0.445,0.595,921,1227
6352,0.186,0.703,0.936,0.511,0.36,744,848
6353,0.086,0.166,0.352,0.939,0.474,753,1248
6354,0.433,0.092,0.021,0.571,0.69,338,1391
