id,x,y,ts_in,ts_out
8130,0.557,0.919,284,1006
8131,0.155,0.221,684,1699
8132,0.182,0.61,380,1605
8133,0.961,0.519,185,348
8134,0.508,0.556,274,338
8135,0.058,0.23,533,1374
8136,0.679,0.279,580,1516
8137,0.436,0.205,784,1181
8138,0.811,0.804,973,1927
8139,0.918,0.827,192,559
8140,0.694,0.294,863,1120
8141,0.993,0.311,978,1396
8142,0.151,0.382,576,1861
8143,0.044,0.195,866,1919
8144,0.511,0.538,683,1395
8145,0.243,0.581,9,575
8146,0.944,0.405,998,1720
8147,0.698,0.279,264,667
8148,0.425,0.621,552,1845
8149,0.499,0.259,479,1034
8150,0.909,0.106,609,693
8151,0.166,0.405,411,1505
8152,0.471,0.985,661,1939
8153,0.956,0.98,92,94
8154,0.789,0.59,150,1678
8155,0.07,0.152,363,1958
8156,0.559,0.653,759,1346
8157,0.594,0.606,972,1325
8158,0.285,0.682,739,1674
8159,0.057,0.097,977,1426
8160,0.569,0.206,371,1614
8161,0.124,0.08,768,1460
8162,0.451,0.194,446,527
8163,0.841,0.679,955,1499
8164,0.629,0.881,3,1445
8165,0.646,0.628,138,615
8166,0.119,0.235,892,1032
8167,0.199,0.792,718,977
8168,0.881,0.505,449,1099
8169,0.294,0.745,1,709
8170,0.973,0.713,921,1914
8171,0.736,0.654,583,1986
8172,0.305,0.288,284,584
8173,0.486,0.472,692,1362
8174,0.037,0.827,966,1147
8175,0.83,0.929,733,956
8176,0.474,0.67,41,674
8177,0.945,0.726,626,1087
8178,0.512,0.357,857,866
8179,0.276,0.877,607,1649
8180,0.479,0.224,654,1923
8181,0.041,0.484,344,1465
8182,0.248,0.594,854,897
8183,0.12,0.858,741,1428
8184,0.676,0.881,106,114
8185,0.703,0.038,377,818
8186,0.93,0.763,506,867
8187,0.38,0.598,904,1060
8188,0.405,0.36,769,1180
8189,0.688,0.854,452,493
8190,0.843,0.627,823,895
8191,0.091,0.616,653,1026
8192,0.014,0.53,968,1313
8193,0.111,0.852,506,1941
8194,0.626,0.908,661,1157
8195,0.184,0.55,854,1958
8196,0.871,0.392,9,1036
8197,0.817,0.381,538,1216
8198,0.468,0.427,774,1095
8199,0.556,0.69,218,349
8200,0.43,0.172,681,1996
8201,0.797,0.044,649,1001
8202,0.097,0.16,386,934
8203,0.951,0.309,162,349
8204,0.051,0.042,744,1530
8205,0.283,0.461,659,1235
8206,0.063,0.716,911,1050
8207,0.212,0.238,460,1917
8208,0.06,0.106,240,522
8209,0.097,0.623,896,1375
8210,0.143,0.139,344,1976
8211,0.35,0.134,304,1335
8212,0.471,0.401,329,1541
8213,0.938,0.794,546,1818
8214,0.087,0.08,673,1348
8215,0.656,0.347,644,791
8216,0.224,0.276,858,1032
8217,0.72,0.137,925,1789
8218,0.575,0.496,641,644
8219,0.287,0.71,589,1967
8220,0.545,0.381,345,1715
8221,0.003,0.572,482,1441
8222,0.29,0.96,51,1005
8223,0.336,0.23,204,539
8224,0.61,0.675,406,1087
8225,0.159,0.958,302,1861
8226,0.129,0.948,592,1220
8227,0.315,0.451,796,1784
8228,0.987,0.788,641,1592
8229,0.365,0.524,447,576
8230,0.28,0.774,772,1274
8231,0.796,0.616,379,1208
8232,0.974,0.886,123,1146
8233,0.041,0.346,506,1193
8234,0.933,0.791,327,614
8235,0.4,0.04,673,1788
8236,0.415,0.078,23,1267
8237,0.205,0.654,179,1245
8238,0.096,0.692,113,1716
8239,0.505,0.61,292,1495
8240,0.028,0.953,688,706
8241,0.235,0.102,396,1002
8242,0.292,0.006,883,1385
8243,0.666,0.285,466,1800
8244,0.502,0.172,245,1527
8245,0.666,0.803,669,831
8246,0.312,0.774,542,1523
8247,0.941,0.03,637,1319
8248,0.401,0.624,991,1419
8249,0.643,0.829,567,1056
8250,0.99,0.556,860,1236
8251,0.239,0.468,249,1238
8252,0.409,0.88,372,1527
8253,0.334,0.861,20,1752
8254,0.635,0.118,269,399
8255,0.466,0.711,308,1688
8256,0.349,0.625,436,1547
8257,0.329,0.868,230,1286
8258,0.084,0.482,591,1961
8259,0.989,0.399,561,1008
8260,0.464,0.086,307,1044
8261,0.328,0.005,980,1477
8262,0.707,0.809,522,1999
8263,0.515,1.0,465,851
8264,0.975,0.721,129,624
8265,0.074,0.183,337,670
8266,0.472,0.694,963,1112
8267,0.185,0.524,138,1768
8268,0.226,0.896,528,1173
8269,0.682,0.011,957,1401
8270,0.122,0.877,468,1389
8271,0.753,0.559,703,1563
8272,0.694,0.144,71,822
8273,0.089,0.476,694,1349
8274,0.981,0.817,702,1770
8275,0.776,0.775,954,1110
8276,0.782,0.665,756,764
8277,0.903,0.102,695,1170
8278,0.004,0.803,420,1946
8279,0.158,0.898,218,1108
8280,0.479,0.06,175,1669
8281,0.658,0.729,636,1676
8282,1.0,0.813,715,1240
8283,0.836,0.229,176,422
8284,0.275,0.126,226,691
8285,0.516,0.379,279,425
8286,0.59,0.019,154,1737
8287,0.832,0.036,271,325
8288,0.133,0.094,25,1618
8289,0.446,0.305,197,1824
8290,0.693,0.315,59,495
8291,0.349,0.97,131,1595
8292,0.018,0.448,863,1012
8293,0.863,0.093,936,1343
8294,0.303,0.502,171,1590
8295,0.211,0.037,235,1001
8296,0.963,0.565,217,777
8297,0.801,0.113,911,934
8298,0.024,0.781,708,1315
8299,0.352,0.079,906,1273
8300,0.278,0.882,653,1024
8301,0.882,0.479,843,1227
8302,0.755,0.11,918,1281
8303,0.342,0.649,362,1330
8304,0.565,0.118,510,567
8305,0.459,0.238,795,1121
8306,0.953,0.608,448,664
8307,0.146,0.58,425,1926
8308,0.856,0.253,716,1771
8309,0.509,0.527,932,1508
8310,0.141,0.624,656,866
8311,0.804,0.625,611,1612
8312,0.057,0.85,620,1469
8313,0.504,0.296,30,267
8314,0.619,0.128,734,1219
8315,0.804,0.448,778,1093
8316,0.892,0.278,609,1155
8317,0.84,0.213,530,750
8318,0.288,0.772,280,415
8319,0.576,0.607,431,1586
8320,0.81,0.382,623,1116
8321,0.286,0.827,658,1610
8322,0.074,0.406,229,1407
8323,0.475,0.159,272,344
8324,0.953,0.76,299,318
8325,0.877,0.668,204,568
8326,0.427,0.957,506,1120
8327,0.356,0.902,912,1344
8328,0.345,0.637,341,493
8329,0.174,0.765,673,1381
8330,0.834,0.677,224,1864
8331,0.695,0.596,512,1388
8332,0.868,0.603,140,583
8333,0.5,0.857,45,1099
8334,0.254,0.285,338,675
8335,0.391,0.963,886,1810
8336,0.927,0.337,667,674
8337,0.125,0.963,693,1396
8338,0.117,0.45,907,1272
8339,0.659,0.69,204,1468
8340,0.345,0.534,611,655
8341,0.515,0.204,20,847
8342,0.867,0.826,234,1377
8343,0.473,0.663,757,1219
8344,0.61,0.85,58,204
8345,0.508,0.558,541,1773
8346,0.497,0.666,67,1910
8347,0.517,0.648,330,1288
8348,0.97,0.149,672,977
8349,0.521,0.309,817,883
8350,0.335,0.729,198,550
8351,0.533,0.06,129,1725
8352,0.74,0.362,191,557
8353,0.105,0.827,838,1652
8354,0.693,0.727,697,1759
8355,0.611,0.422,109,541
8356,0.463,0.027,924,1318
8357,0.582,0.636,79,782
8358,0.093,0.03,103,1332
8359,0.252,0.797,503,1157
8360,0.786,0.971,979,1192
8361,0.73,0.137,689,1792
8362,0.358,0.356,844,1647
8363,0.091,0.806,891,1070
8364,0.824,0.608,797,855
8365,0.24,0.967,358,1384
8366,0.555,0.58,674,1620
8367,0.731,0.309,208,282
8368,0.926,0.811,528,1182
8369,0.938,0.538,733,1387
8370,0.88,0.37,62,346
8371,0.818,0.512,736,1061
8372,0.203,0.102,71,1669
8373,0.776,0.49,970,1054
8374,0.852,0.249,369,772
8375,0.452,0.895,708,1086
8376,0.166,0.886,624,1754
8377,0.713,0.959,677,1815
8378,0.297,0.708,240,1887
8379,0.066,0.912,386,1961
8380,0.306,0.818,328,724
8381,0.024,0.552,779,1544
8382,0.017,0.97,716,732
8383,0.442,0.677,919,1274
8384,0.064,0.563,352,660
8385,0.156,0.669,827,1781
8386,0.24,0.592,554,1662
8387,0.22,0.966,73,1928
8388,0.119,0.82,745,886
8389,0.344,0.246,339,595
8390,0.067,0.449,278,1650
8391,0.164,0.186,825,1016
8392,0.848,0.96,385,806
8393,0.507,0.175,946,1059
8394,0.159,0.52,354,708
8395,0.286,0.072,257,1839
8396,0.835,0.48,880,1258
8397,0.219,0.779,452,1800
8398,0.484,0.85,727,1094
8399,0.374,0.944,572,1035
8400,0.728,0.442,864,1861
8401,0.882,0.708,365,547
8402,0.013,0.592,752,929
8403,0.279,0.15,332,1168
8404,0.097,0.009,549,698
8405,0.902,0.645,517,1811
8406,0.816,0.629,862,1560
8407,0.547,0.515,909,1973
8408,0.844,0.454,106,603
8409,0.517,0.102,123,437
8410,0.068,0.629,600,922
8411,0.842,0.732,14,1441
8412,0.013,0.025,515,1817
8413,0.185,0.023,67,1899
8414,0.581,0.618,687,1641
8415,0.08,0.405,845,1362
8416,0.208,0.749,838,1517
8417,0.416,0.463,545,674
8418,0.225,0.326,325,1941
8419,0.125,0.61,771,978
8420,0.276,0.476,717,1237
8421,0.761,0.969,999,1467
8422,0.473,0.141,611,1765
8423,0.686,0.357,556,1694
8424,0.569,0.595,87,1571
8425,0.718,0.59,554,617
8426,0.449,0.899,250,391
8427,0.808,0.775,199,1940
8428,0.217,0.651,779,1269
8429,0.061,0.81,148,1413
8430,0.821,0.358,460,580
8431,0.653,0.306,92,945
8432,0.218,0.257,106,1927
8433,0.666,0.293,710,1523
8434,0.277,0.174,878,1340
8435,0.888,0.389,450,1261
8436,0.169,0.806,802,1490
8437,0.896,0.885,574,1242
8438,0.45,0.332,749,1527
8439,0.257,0.921,195,998
8440,0.972,0.185,15,760
8441,0.832,0.893,737,1048
8442,0.141,0.829,579,1394
8443,0.562,0.781,528,1138
8444,0.902,0.701,859,898
8445,0.877,0.039,814,1883
8446,0.817,0.799,170,1650
8447,0.232,0.472,943,1637
8448,0.424,0.176,285,749
8449,0.193,0.096,330,658
8450,0.378,0.295,41,215
8451,0.032,0.327,246,659
8452,0.739,0.906,423,985
8453,0.587,0.867,128,652
8454,0.034,0.95,682,784
8455,0.072,0.374,704,866
8456,0.396,0.328,696,1531
8457,0.109,0.124,182,1116
8458,0.637,0.087,465,1517
8459,0.522,0.298,612,1158
8460,0.342,0.437,72,966
8461,0.625,0.969,435,1346
8462,0.298,0.655,713,1203
8463,0.613,0.111,999,1872
8464,0.47,0.929,454,739
8465,0.57,0.741,774,1686
8466,0.792,0.753,531,1805
8467,0.47,0.704,793,814
8468,0.93,0.348,767,1864
8469,0.902,0.088,879,1215
8470,0.274,0.755,372,1408
8471,0.226,0.431,368,442
8472,0.537,0.299,339,1065
8473,0.441,0.242,980,1895
8474,0.446,0.203,229,250
8475,0.016,0.22,241,1085
8476,0.684,0.653,372,1928
8477,0.718,0.772,102,779
8478,0.483,0.377,561,692
8479,0.47,0.27,687,895
8480,0.14,0.26,917,966
8481,0.055,0.239,762,1270
8482,0.51,0.458,628,1377
8483,0.672,0.09,736,1422
8484,0.324,0.955,46,1824
8485,0.876,0.006,265,270
8486,0.638,0.569,174,1273
8487,0.238,0.479,546,1699
8488,0.648,0.64,695,815
8489,0.533,0.757,116,527
8490,0.815,0.162,113,1526
8491,0.293,0.981,555,1857
8492,0.286,0.013,514,686
8493,0.008,0.036,354,1877
8494,0.699,0.058,929,1778
8495,0.004,0.122,379,401
8496,0.193,0.832,921,1574
8497,0.214,0.811,596,1303
8498,0.561,0.884,30,268
8499,0.601,0.567,945,1185
8500,0.717,0.674,242,918
8501,0.981,0.197,235,1113
8502,0.395,0.142,766,1942
8503,0.253,0.918,476,620
8504,0.324,0.849,541,752
8505,0.196,0.984,848,1076
8506,0.147,0.301,570,1104
8507,0.519,0.926,968,1655
8508,0.438,0.49,556,1720
8509,0.977,0.747,841,1852
8510,0.043,0.274,105,1828
8511,0.354,0.66,890,1449
8512,0.618,0.53,890,1569
8513,0.818,0.224,790,1008
8514,0.305,0.397,217,1112
8515,0.704,0.665,288,1466
8516,0.454,0.968,198,649
8517,0.209,0.29,192,1441
8518,0.19,0.537,966,1752
8519,0.227,0.339,97,1322
8520,0.855,0.731,727,1632
8521,0.364,0.804,71,1800
8522,0.006,0.666,444,1532
8523,0.402,0.122,90,1582
8524,0.92,0.09,551,630
8525,0.406,0.667,895,1137
8526,0.587,0.495,4,524
8527,0.562,0.251,523,525
8528,0.652,0.634,106,966
8529,0.644,0.24,445,1877
8530,0.608,0.46,869,1359
8531,0.629,0.453,887,1418
8532,0.45,0.234,558,1744
8533,0.699,0.436,336,1533
8534,0.72,0.831,146,658
8535,0.139,0.757,929,1408
8536,0.627,0.954,323,1347
8537,0.266,0.746,182,1117
8538,0.881,0.873,669,1769
8539,0.426,0.148,737,1611
8540,0.35,0.067,632,1778
8541,0.37,0.6,338,1336
8542,0.691,0.659,991,1712
8543,0.078,0.655,254,662
8544,0.261,0.27,226,1605
8545,0.59,0.054,862,1209
8546,0.573,0.745,927,972
8547,0.793,0.111,644,666
8548,0.534,0.211,146,1957
8549,0.336,0.817,130,1516
8550,0.228,0.221,777,1864
8551,0.416,0.936,3,1546
8552,0.431,0.806,300,1323
8553,0.941,0.058,606,1519
8554,0.265,0.185,707,866
8555,0.212,0.516,228,661
8556,0.735,0.079,758,922
8557,0.845,0.32,627,1185
8558,0.891,0.395,103,563
8559,0.971,0.77,137,1856
8560,0.296,0.504,949,1394
8561,0.837,0.596,805,1786
8562,0.896,0.758,222,482
8563,0.181,0.198,145,314
8564,0.889,0.848,643,1437
8565,0.32,0.615,542,1616
8566,0.798,0.984,200,998
8567,0.129,0.279,420,1532
8568,0.229,0.871,445,1643
8569,0.765,0.861,227,767
8570,0.085,0.425,663,1105
8571,0.039,0.007,63,1830
8572,0.195,0.158,537,1872
8573,0.305,0.104,831,1917
8574,0.969,0.671,129,1999
8575,0.994,0.094,978,1635
8576,0.989,0.222,333,1265
8577,0.744,0.151,522,1343
8578,0.016,0.958,761,793
8579,0.244,0.682,190,1623
8580,0.631,0.502,940,1219
8581,0.948,0.611,991,1555
8582,0.566,0.443,68,82
8583,0.774,0.003,163,1940
8584,0.826,0.119,498,1704
8585,0.471,0.166,692,1906
8586,0.663,0.586,325,1788
8587,0.124,0.01,696,1353
8588,0.644,0.049,932,1308
8589,0.528,0.461,317,415
8590,0.784,0.731,276,1150
8591,0.882,0.858,775,1932
8592,0.032,0.392,942,1815
8593,0.914,0.027,262,600
8594,0.528,0.002,475,1332
8595,0.261,0.412,215,1937
8596,0.716,0.751,409,1680
8597,0.12,0.768,737,912
8598,0.376,0.072,643,1807
8599,0.764,0.142,718,1705
8600,0.781,0.151,949,1938
8601,0.026,0.775,526,1893
8602,0.99,0.556,944,968
8603,0.371,0.695,84,1096
8604,0.151,0.917,696,1739
8605,0.71,0.436,123,993
8606,0.313,0.706,827,1603
8607,0.954,0.931,420,1269
8608,0.309,0.661,803,877
8609,0.187,0.42,890,1577
8610,0.209,0.825,208,1682
8611,0.111,0.451,926,1868
8612,0.486,0.307,686,835
8613,0.282,0.975,152,1347
8614,0.025,0.041,801,1526
8615,0.461,0.991,98,1170
8616,0.98,0.58,679,1936
8617,0.767,0.025,898,1942
8618,0.582,0.276,626,1905
8619,0.571,0.012,991,1848
8620,0.38,0.115,964,970
8621,0.188,0.481,974,1567
8622,0.952,0.476,483,1145
8623,0.921,0.737,42,49
8624,0.271,0.106,633,1864
8625,0.595,0.481,775,1101
8626,0.894,0.568,414,1002
8627,0.034,0.468,874,1090
8628,0.737,0.937,386,1809
8629,0.8,0.938,915,1336
8630,0.752,0.649,20,399
8631,0.305,0.371,419,1706
8632,0.182,0.112,111,1205
8633,0.808,0.232,944,1416
8634,0.296,0.992,14,450
8635,0.089,0.704,397,402
8636,0.295,0.449,509,1207
8637,0.573,0.821,767,1212
8638,0.755,0.184,234,1651
8639,0.672,0.234,474,695
8640,0.252,0.892,266,1023
8641,0.757,0.962,562,764
8642,0.83,0.001,752,1773
8643,0.255,0.039,789,1720
8644,0.283,0.484,402,715
8645,0.998,0.443,982,1941
8646,0.686,0.09,914,1587
8647,0.723,0.36,122,1579
8648,0.894,0.862,650,1792
8649,0.627,0.33,356,1401
8650,0.413,0.129,73,1730
8651,0.272,0.41,935,1238
8652,0.731,0.268,437,1814
8653,0.524,0.612,330,1680
8654,0.302,0.018,200,317
8655,0.538,0.722,899,1534
8656,0.067,0.897,675,1521
8657,0.915,0.321,57,1677
8658,0.995,0.202,265,1447
8659,0.951,0.455,480,879
8660,0.277,0.43,834,1446
8661,0.345,0.212,311,535
8662,0.918,0.035,359,624
8663,0.092,0.346,190,1145
8664,0.726,0.421,36,1156
8665,0.248,0.382,908,1399
8666,0.83,0.87,30,449
8667,0.461,0.892,551,1169
8668,0.012,0.048,721,1852
8669,0.658,0.443,831,1649
8670,0.528,0.867,81,1824
8671,0.951,0.196,827,984
8672,0.907,0.84,500,1034
8673,0.956,0.84,361,1727
8674,0.661,0.556,199,1800
8675,0.692,0.945,64,383
8676,0.761,0.038,765,979
8677,0.859,0.919,657,972
8678,0.059,0.707,456,692
8679,0.497,0.275,44,706
8680,0.056,0.215,435,1754
8681,0.739,0.033,571,1627
8682,0.378,0.041,558,1953
8683,0.363,0.982,747,932
8684,0.242,0.541,597,1705
8685,0.266,0.547,696,1145
8686,0.996,0.973,942,1636
8687,0.223,0.847,311,1233
8688,0.447,0.677,463,1312
8689,0.086,0.712,666,1657
8690,0.622,0.819,542,947
8691,0.031,0.608,289,1657
8692,0.042,0.466,372,1237
8693,0.618,0.422,237,1621
8694,0.456,0.897,544,1112
8695,0.889,0.206,743,796
8696,0.89,0.073,952,1240
8697,0.031,0.559,321,698
8698,0.577,0.685,611,874
8699,0.732,0.745,633,1516
8700,0.615,0.457,457,1568
8701,0.399,0.603,291,1733
8702,0.437,0.416,512,1716
8703,0.065,0.099,78,350
8704,0.222,0.529,17,687
8705,0.316,0.139,460,1774
8706,0.454,0.13,479,571
8707,0.746,0.837,715,1889
8708,1.0,0.476,468,1336
8709,0.746,0.018,292,429
8710,0.149,0.977,537,806
8711,0.998,0.042,2,1289
8712,0.67,0.787,491,587
8713,0.952,0.156,918,1792
8714,0.765,0.826,383,1875
8715,0.21,0.063,798,1033
8716,0.2,0.355,390,1553
8717,0.851,0.807,102,563
8718,0.653,0.988,281,1991
8719,0.412,0.513,774,1852
8720,0.919,0.36,898,1326
8721,0.416,0.046,556,1732
8722,0.927,0.424,173,602
8723,0.339,0.767,50,572
8724,0.678,0.502,256,1701
8725,0.908,0.875,410,735
8726,0.813,0.898,504,772
8727,0.438,0.131,780,1217
8728,0.944,0.021,476,1274
8729,0.536,0.15,84,1059
8730,0.523,0.162,884,1653
8731,0.015,0.405,712,1091
8732,0.688,0.431,552,1906
8733,0.161,0.233,123,582
8734,0.566,0.781,857,1527
8735,0.669,0.017,180,1478
8736,0.714,0.178,274,1557
8737,0.515,0.043,551,1733
8738,0.339,0.427,690,1387
8739,0.563,0.832,118,1571
8740,0.61,0.257,541,1679
8741,0.595,0.645,424,918
8742,0.852,0.141,710,1552
8743,0.186,0.394,300,1837
8744,0.393,0.278,542,664
8745,0.906,0.427,896,1037
8746,0.214,0.795,543,1682
8747,0.576,0.921,531,1090
8748,0.556,0.819,402,1907
8749,0.937,0.354,747,1342
8750,0.38,0.74,449,1894
8751,0.138,0.369,7,954
8752,0.536,0.646,229,653
8753,0.28,0.268,646,1989
8754,0.724,0.846,695,929
8755,0.556,0.062,162,711
8756,0.394,0.078,411,1541
8757,0.035,0.937,618,1717
8758,0.334,0.534,565,1264
8759,0.289,0.924,619,988
8760,0.852,0.781,250,844
8761,0.694,0.761,242,640
8762,0.675,0.15,859,1499
8763,0.748,0.05,823,1776
8764,0.163,0.311,600,707
8765,0.633,0.241,602,1439
8766,0.678,0.189,781,1220
8767,0.896,0.6,811,1585
8768,0.786,0.302,97,916
8769,0.477,0.967,685,1323
8770,0.48,0.997,992,1575
8771,0.566,0.67,354,1952
8772,0.351,0.486,767,892
8773,0.098,0.267,20,366
8774,0.316,0.953,654,842
8775,0.808,0.304,793,1033
8776,0.635,0.537,476,574
8777,0.989,0.027,353,520
8778,0.417,0.229,498,545
8779,0.092,0.308,842,1257
8780,0.871,0.261,194,1011
8781,0.551,0.544,125,1903
8782,0.72,0.614,111,1095
8783,0.891,0.388,17,1544
8784,0.208,0.237,543,827
8785,0.144,0.426,222,1766
8786,0.427,0.418,569,711
8787,0.695,0.163,407,1157
8788,0.944,0.989,474,1684
8789,0.714,0.48,731,1919
8790,0.264,0.026,227,448
8791,0.528,0.349,58,1602
8792,0.368,0.506,799,1482
8793,0.566,0.48,690,835
8794,0.103,0.856,31,296
8795,0.38,0.746,682,1169
8796,0.869,0.197,26,916
8797,0.116,0.374,14,1443
8798,0.13,0.611,244,1065
8799,0.731,0.833,210,1230
8800,0.359,0.926,444,1167
8801,0.582,0.56,75,1890
8802,0.354,0.362,210,1892
8803,0.517,0.647,10,1891
8804,0.817,0.696,457,1959
8805,0.588,0.204,494,783
8806,0.95,0.415,215,530
8807,0.499,0.762,169,262
8808,0.525,0.318,801,1960
8809,0.928,0.546,346,460
8810,0.152,0.425,983,1472
8811,0.185,0.907,190,1688
8812,0.739,0.705,845,1288
8813,0.041,0.685,781,811
8814,0.344,0.158,368,1484
8815,0.186,0.997,859,1989
8816,0.151,0.268,51,1018
8817,0.585,0.898,759,1884
8818,0.39,0.196,387,1470
8819,0.167,0.395,446,1887
8820,0.863,0.696,44,896
8821,0.411,0.623,251,538
8822,0.868,0.781,33,1682
8823,0.898,0.491,748,1571
8824,0.621,0.077,616,1736
8825,0.461,0.507,472,669
8826,0.936,0.813,377,489
8827,0.287,0.298,591,1665
8828,0.323,0.363,169,1690
8829,0.394,0.313,113,796
8830,0.95,0.44,905,1254
8831,0.781,0.526,22,55
8832,0.206,0.543,860,1407
8833,0.549,0.231,723,1014
8834,0.446,0.823,568,1532
8835,0.255,0.418,471,559
8836,0.276,0.59,883,1307
8837,0.55,0.3,669,796
8838,0.343,0.229,527,897
8839,0.026,0.908,242,681
8840,0.007,0.886,191,476
8841,0.83,0.19,854,1421
8842,0.153,0.254,405,1312
8843,0.205,0.967,181,755
8844,0.835,0.901,343,1333
8845,0.364,0.522,442,1690
8846,0.084,0.549,83,1076
8847,0.869,0.639,863,1044
8848,0.776,0.192,672,914
8849,0.803,0.391,130,1832
8850,0.411,0.106,990,1131
8851,0.407,0.37,888,1444
8852,0.113,0.703,390,1372
8853,0.563,0.829,499,1456
8854,0.864,0.016,408,619
8855,0.035,0.388,137,471
8856,0.46,0.099,685,930
8857,0.867,0.792,542,1253
8858,0.471,0.116,583,1511
8859,0.749,0.359,876,886
8860,0.384,0.754,979,1711
8861,0.665,0.368,418,1333
8862,0.522,0.04,882,928
8863,0.383,0.395,55,930
8864,0.315,0.178,364,937
8865,0.583,0.477,917,1796
8866,0.855,0.606,699,1963
8867,0.906,0.298,540,799
8868,0.713,0.631,143,504
8869,0.764,0.64,106,563
8870,0.459,0.215,535,696
8871,0.37,0.92,807,1493
8872,0.894,0.657,674,881
8873,0.321,0.32,182,506
8874,0.24,0.711,915,1611
8875,0.008,0.848,822,1123
8876,0.206,0.064,285,1010
8877,0.885,0.173,85,1566
8878,0.284,0.872,650,1538
8879,0.715,0.894,251,1391
8880,0.9,0.701,939,1137
8881,0.743,0.538,277,301
8882,0.655,0.28,156,1284
8883,0.178,0.849,897,1538
8884,0.29,0.158,186,1643
8885,0.003,0.9,500,1729
8886,0.966,0.417,237,921
8887,0.746,0.228,508,1819
8888,0.897,0.927,859,1478
8889,0.55,0.575,434,1515
8890,0.482,0.046,298,712
8891,0.48,0.056,313,1593
8892,0.974,0.928,322,806
8893,0.978,0.379,529,1579
8894,0.417,0.191,659,1123
8895,0.68,0.85,142,1954
8896,0.261,0.1,704,880
8897,0.334,0.914,184,1867
8898,0.91,0.284,360,1659
8899,0.991,0.259,293,1166
8900,0.845,0.739,541,752
8901,0.632,0.779,756,1386
8902,0.943,0.805,738,838
8903,0.655,0.169,282,1023
8904,0.71,0.315,561,1720
8905,0.074,0.537,15,98
8906,0.538,0.204,862,1234
8907,0.657,0.49,231,1580
8908,0.736,0.999,440,1726
8909,0.461,0.915,709,891
8910,0.526,0.732,644,1279
8911,0.835,0.428,237,535
8912,0.342,0.769,796,847
8913,0.612,0.655,905,1654
8914,0.857,0.566,651,853
8915,0.538,0.104,774,1725
8916,0.823,0.135,186,1061
8917,0.572,0.198,91,1867
8918,0.844,0.879,663,1374
8919,0.075,0.602,128,264
8920,0.279,0.829,112,1961
8921,0.476,0.518,208,1902
8922,0.055,0.161,338,424
8923,0.666,0.308,814,871
8924,0.158,0.484,853,1329
8925,0.488,0.952,761,1857
8926,0.508,0.201,462,1600
8927,0.486,0.999,613,1466
8928,0.772,0.624,782,1593
8929,0.63,0.393,737,1331
8930,0.239,0.802,95,881
8931,0.47,0.969,430,1438
8932,0.136,0.766,545,1778
8933,0.813,0.179,536,540
8934,0.562,0.157,891,1403
8935,0.44,0.114,227,1745
8936,0.042,0.004,160,517
8937,0.058,0.371,363,475
8938,0.657,0.896,316,612
8939,0.737,0.447,210,1878
8940,0.051,0.823,944,1704
8941,0.492,0.582,689,1992
8942,0.4,0.872,970,1092
8943,0.647,0.105,504,1375
8944,0.859,0.098,790,1922
8945,0.058,0.87,670,1199
8946,0.769,0.73,407,1430
8947,0.778,0.648,614,1165
8948,0.712,0.697,118,1275
8949,0.461,0.928,293,309
8950,0.021,0.961,111,1990
8951,0.284,0.751,618,664
8952,0.685,0.191,512,1511
8953,0.484,0.781,298,1604
8954,0.039,0.483,95,1886
8955,0.475,0.198,782,941
8956,0.619,0.895,876,1888
8957,0.132,0.327,159,1650
8958,0.096,0.06,860,993
8959,0.999,0.007,814,1499
8960,0.591,0.615,208,1197
8961,0.736,0.871,763,1278
8962,0.803,0.65,479,483
8963,0.166,0.801,792,1627
8964,0.369,0.131,130,850
8965,0.473,0.724,599,1839
8966,0.018,0.777,96,380
8967,0.21,0.859,722,830
8968,0.932,0.591,314,457
8969,0.05,0.542,858,1871
8970,0.785,0.163,699,1660
8971,0.28,0.157,144,1874
8972,0.754,0.137,856,1134
8973,0.043,0.712,951,1027
8974,0.463,0.085,204,242
8975,0.768,0.504,493,1177
8976,0.775,0.28,250,1113
8977,0.07,0.006,505,1271
8978,0.308,0.917,628,1568
8979,0.187,0.226,505,986
8980,0.912,0.435,450,1314
8981,0.298,0.519,196,769
8982,0.289,0.362,953,1271
8983,0.256,0.275,911,1057
8984,0.89,0.805,557,1897
8985,0.025,0.37,349,1720
8986,0.733,0.385,501,525
8987,0.218,0.143,816,955
8988,0.485,0.542,530,1885
8989,0.516,0.092,686,1525
8990,0.113,0.586,975,1607
8991,0.479,0.664,594,1251
8992,0.531,0.96,803,1793
8993,0.93,0.003,53,1387
8994,0.94,0.733,175,1426
8995,0.653,0.03,258,1234
8996,0.282,0.644,356,1004
8997,0.528,0.811,689,826
8998,0.168,0.581,773,958
8999,0.472,0.045,402,1805
9000,0.174,0.958,448,1207
9001,0.742,0.082,821,1921
9002,0.031,0.379,984,1527
9003,0.793,0.149,361,1004
9004,0.398,0.237,95,1343
9005,0.143,0.77,666,725
9006,0.889,0.558,298,676
9007,0.311,0.228,537,1901
9008,0.672,0.387,765,771
9009,0.644,0.962,277,1251
9010,0.511,0.546,370,1831
9011,0.338,0.014,823,1191
9012,0.621,0.518,327,1462
9013,0.675,0.745,756,1776
9014,0.981,0.488,504,1425
9015,0.426,0.625,883,1787
9016,0.061,0.248,618,1355
9017,0.368,0.373,494,609
9018,0.776,0.491,351,932
9019,0.309,0.118,125,1689
9020,0.481,0.399,180,1710
