id,x,y,z,ts_in,ts_out
9758,0.643,0.643,0.207,671,922
9759,0.36,0.49,0.49,523,899
9760,0.012,0.838,0.312,785,1047
9761,0.835,0.315,0.535,164,1544
9762,0.716,0.134,0.434,908,1089
9763,0.176,0.476,0.674,295,522
9764,0.489,0.789,0.361,983,1025
9765,0,0.23,0.92,367,958
9766,0.331,0.819,0.031,389,917
9767,0.552,0.298,0.298,77,1510
9768,0.602,0.602,0.548,228,1300
9769,0.777,1.0,0.073,786,810
9770,0.325,0.625,0.525,497,627
9771,0.583,0.567,0.283,310,484
9772,0.519,0.631,0.331,924,1250
9773,0.679,0.471,0.171,27,1534
9774,0.118,1.0,1,661,744
9775,0.058,0.358,0.792,131,252
9776,0.644,0.644,0.206,104,359
9777,0,0.935,0.215,698,1570
9778,0.603,0.247,0.603,284,1037
9779,1.0,0.746,0.104,835,1860
9780,0.062,0.788,0.788,229,595
9781,0.149,0.701,1,294,1257
9782,0.173,0.977,0.173,629,1689
9783,0.873,0,0,645,1538
9784,0.653,0.497,0.497,545,1674
9785,0.878,0,0.272,492,1260
9786,0.124,0.726,0.424,547,1426
9787,0.297,0.553,0.297,292,1501
9788,0.632,0.218,0.632,677,1223
9789,0.249,0.601,0.249,77,823
9790,0.098,0.752,1,928,1846
9791,0.39,0.46,0.39,642,818
9792,0.599,0.299,0.551,484,1335
9793,0.306,0.306,0.844,241,1532
9794,0.219,0.631,0.631,192,992
9795,0.44,0.71,0.44,443,1716
9796,0.579,0.579,0.271,316,623
9797,0.691,0.391,0.459,38,387
9798,0.237,0.237,0.613,990,1634
9799,0.44,0.74,0.41,433,1631
9800,0.859,0.291,0.859,985,1360
9801,0.482,0.368,0.368,20,311
9802,0.103,0.747,1,462,1017
9803,0.835,0.835,0.015,395,1956
9804,0.087,0.763,0.087,611,957
9805,0.824,0.326,0.824,900,1771
9806,0,0.962,0,332,1135
9807,0.231,0.919,0.231,618,1724
9808,0.837,0.537,0.313,216,865
9809,0.836,0.536,0.314,83,1740
9810,0.512,0.638,0.512,957,1476
9811,0.497,0.497,0.353,174,1861
9812,0.936,0.214,0.936,381,1562
9813,0.994,0.994,0.156,684,1528
9814,0.259,0.591,0.891,531,654
9815,0.233,0.917,0.617,701,1485
9816,0.542,0.308,0.308,485,526
9817,0.516,0.816,0.334,857,1457
9818,0.52,0.63,0.22,395,1038
9819,0.342,0.808,0.808,129,1745
9820,0.299,0.599,0.551,1,1150
9821,0.091,0.091,0.759,955,1123
9822,0.718,0.432,0.418,520,1396
9823,0.559,0.259,0.591,925,1231
9824,0.437,0.413,0.437,452,1674
9825,0.7,1.0,0.15,615,1789
9826,1.0,0.077,0.773,510,618
9827,0,0.985,0.165,193,1718
9828,0.417,0.433,0.733,313,1022
9829,0.289,0.861,0.289,751,1947
9830,0.51,0.51,0.64,76,1388
9831,0.963,0.187,0.663,677,1130
9832,0.468,0.382,0.768,900,1504
9833,0.553,0.297,0.553,725,1901
9834,0.815,0.335,0.335,793,1436
9835,0.053,0.797,0.797,175,202
9836,0.584,0.584,0.566,447,1000
9837,0,0.291,0.859,428,1271
9838,0.038,1.0,0.812,105,1722
9839,0.828,0.322,0.022,755,787
9840,0.578,0.572,0.272,607,1025
9841,0.265,0.885,0.585,524,1935
9842,1.0,0.006,1.0,699,915
9843,0.524,0.524,0.326,428,1838
9844,0.043,0.807,0.043,203,855
9845,0.369,0.781,0.369,93,1280
9846,0.405,0.105,0.745,634,956
9847,0.684,0.384,0.466,320,1793
9848,0.85,0.0,1.0,743,1894
9849,0.552,0.598,0.252,850,1982
9850,0.505,0.345,0.505,392,834
9851,0.894,0.594,0.256,676,1397
9852,0,0.897,0,830,1685
9853,1.0,0.029,1.0,565,977
9854,0,0.29,0.86,147,1172
9855,0,0.948,0.202,169,253
9856,0.472,0.378,0.472,494,1826
9857,0.592,0.592,0.258,571,1897
9858,0.761,0.389,0.761,660,1261
9859,0.725,0.425,0.725,670,1666
9860,0,0.873,0.277,149,1367
9861,0.55,0.6,0.25,946,1272
9862,0.671,0.179,0.179,747,1701
9863,0.619,0.231,0.919,224,465
9864,0.788,0.788,0.062,533,549
9865,0,0.928,0,187,1740
9866,0.911,0,0,377,590
9867,0.209,0.941,0.941,289,886
9868,0.914,0.914,0.236,463,1076
9869,0.543,0.543,0.307,319,1583
9870,0.807,1.0,0.043,280,1798
9871,0.451,0.699,0.399,837,1580
9872,0.093,0.393,0.757,603,1353
9873,0.6,0.6,0.55,329,1911
9874,0.107,0.743,1,121,1655
9875,0.165,0.985,0.685,74,1319
9876,0.774,0.076,0.774,129,1935
9877,1.0,0.133,0.717,192,468
9878,0.848,0.848,0.302,325,1842
9879,0.807,0.043,0.807,926,1097
9880,0,0,0.997,617,1777
9881,1.0,1.0,0.046,466,1706
9882,0.722,0.128,0.428,140,200
9883,0.04,1.0,0.81,879,972
9884,0.307,0.007,0.843,419,1096
9885,1.0,0.749,0.101,831,1985
9886,0.242,0.608,0.242,262,405
9887,0.379,0.471,0.679,944,1208
9888,0.406,0.406,0.444,19,1630
9889,0.74,1.0,0.11,154,223
9890,0.276,0.874,0.574,257,665
9891,0.492,0.658,0.492,714,891
9892,0.75,0.4,0.1,499,880
9893,0.368,0.782,0.482,212,669
9894,0.13,0.72,0.72,476,1165
9895,0.19,0,0.96,999,1843
9896,0.422,0.722,0.428,732,1723
9897,0.835,0.015,0.315,637,1667
9898,0.012,0.838,0.312,727,1176
9899,0.234,0.534,0.616,899,1148
9900,0.503,0.347,0.647,61,1750
9901,0.448,0.402,0.748,548,1944
9902,0.499,0.351,0.499,940,1102
9903,0.58,0.27,0.27,673,696
9904,0.665,0.185,0.485,660,1589
9905,0.002,0.848,1,768,1061
9906,0.552,0.298,0.598,786,1270
9907,0.485,0.365,0.665,902,1396
9908,0,1.0,0,619,1720
9909,0.238,0.912,0.238,452,1275
9910,0.829,0.321,0.021,381,887
9911,0.438,0.712,0.138,521,1479
9912,0.685,0.165,0.685,501,1417
9913,0.927,0.627,0.223,689,1785
9914,0.455,0.395,0.455,979,1172
9915,1.0,1.0,0.024,824,1437
9916,0.499,0.651,0.351,485,1617
9917,0.93,0.22,0.93,427,644
9918,0.473,0.377,0.677,383,717
9919,0.698,0.452,0.698,690,1886
9920,0.882,0.268,0.582,315,1546
9921,0.561,0.289,0.861,349,689
9922,0.709,0.409,0.441,685,1252
9923,0.907,0.243,0.907,2,665
9924,1.0,0.11,1.0,648,1246
9925,0.4,0.45,0.75,136,358
9926,0.065,0.065,0.785,928,1023
9927,0.209,0.641,0.209,900,1193
9928,0.69,0.39,0.46,953,1678
9929,0.369,0.069,0.781,813,1284
9930,0.236,0.914,0,308,1021
9931,0.775,0.775,0.375,166,562
9932,0.073,1.0,1,82,1630
9933,0.943,0,0.207,932,1432
9934,0.539,0.311,0.539,23,1484
9935,0.42,0.72,0.43,992,1263
9936,1.0,0.702,0.148,261,1226
9937,0.49,0.66,0.49,436,842
9938,0.455,0.695,0.155,555,1317
9939,0.488,0.788,0.362,967,1594
9940,0.151,0.999,0.151,767,1678
9941,0.642,0.342,0.508,28,904
9942,0.806,0.506,0.344,555,1658
9943,0.378,0.472,0.378,629,874
9944,0.955,0.955,0.195,963,1961
9945,0.503,0.647,0.203,389,1124
9946,0.919,0.231,0,154,1684
9947,0.21,0.64,0.21,576,1601
9948,0.73,0.42,0.42,203,627
9949,1.0,1.0,0.093,364,662
9950,0.66,0.19,0.66,422,564
9951,0.448,0.402,0.402,168,1011
9952,0.658,0.358,0.492,321,681
9953,0.229,0.921,0.621,948,1661
9954,0.65,0.2,0.65,515,715
9955,0,0.885,0,28,1386
9956,0.41,0.71,0.44,445,1285
9957,0.289,0.861,0.861,225,1047
9958,0,0.918,0,707,1288
9959,0.601,0.601,0.249,337,1293
9960,0.743,0.107,0.107,777,1513
9961,0.208,0.942,0.642,566,1504
9962,0,0,0.955,69,1880
9963,0.676,0.474,0.474,699,815
9964,0.701,0.149,0.701,809,947
9965,0.443,0.707,0.407,635,1445
9966,0.202,0.948,0.948,186,967
9967,0.23,0,0.92,428,1054
9968,0.505,0.645,0.345,416,1968
9969,0.891,0,0,541,929
9970,0.493,0.657,0.193,607,1141
9971,0,0.981,0,840,860
9972,0.414,0.736,0.114,592,1154
9973,0.725,0.125,0.725,820,1308
9974,0,0.98,0.17,153,1721
9975,0.721,0.429,0.129,383,824
9976,0.79,0.06,0.06,258,1505
9977,0.676,0.474,0.474,414,422
9978,0.841,0.309,0.841,845,1873
9979,0.261,0.889,0.589,671,900
9980,0.078,0.772,0.772,718,1693
9981,0.389,0.761,0.389,884,1474
9982,0.339,0.811,0.811,745,878
9983,0.298,0.298,0.852,453,1970
9984,1.0,0.061,1.0,336,1470
9985,0,0,0.928,944,1580
9986,0.793,0.357,0.493,198,1293
9987,0.794,0.356,0.356,698,1112
9988,0.505,0.505,0.645,150,613
9989,0.105,0.105,0.745,154,1367
9990,0.825,0.325,0.025,145,562
9991,0.478,0.478,0.672,49,1876
9992,0.968,0.182,0.182,340,1067
9993,0.627,0.327,0.523,619,1550
9994,0.961,0.961,0.189,117,1690
9995,0.68,0.38,0.47,48,901
9996,0.671,0.971,0.179,451,1641
9997,0.823,0.027,0.823,968,1372
9998,0.603,0.547,0.547,253,1324
9999,0.514,0.814,0.336,217,1388
10000,0.785,1.0,0.065,565,1069
10001,0.207,0.943,0.943,913,1625
10002,0.31,0.31,0.54,850,1443
10003,0.511,0.639,0.511,691,1448
10004,0.594,0.556,0.256,866,933
10005,0.017,0.833,1,333,1638
10006,1.0,1.0,0.057,669,1615
10007,0.548,0.602,0.602,333,1774
10008,0,0.971,0,663,1178
10009,0.239,0.611,0.239,957,1179
10010,0.247,0.903,0.603,1000,1331
10011,0.016,0.834,1,505,1396
10012,0.19,0.96,0,553,1062
10013,0.477,0.477,0.673,527,1917
10014,0.76,0.39,0.46,734,1273
10015,0.23,0.62,0.92,51,94
10016,0.536,0.614,0.314,705,1313
10017,0.17,0.98,0.68,223,830
10018,0.015,0.315,0.835,945,1732
10019,0.311,0.839,0.839,336,1076
10020,0.34,0.51,0.64,852,915
10021,0.208,0,0.942,113,442
10022,0.87,0.28,0.87,459,957
10023,0.067,1.0,0.783,153,504
10024,0.569,0.581,0.581,404,1848
10025,0.231,0.919,0,358,1402
10026,0.225,0.925,0.625,178,1847
10027,0.177,0.673,0.477,360,886
10028,0.705,0.445,0.705,802,914
10029,0.216,0.634,0.934,990,1096
10030,0.939,0.939,0.211,839,1962
10031,0.277,0.573,0.277,776,1384
10032,0.723,0.127,0.723,92,260
10033,1.0,0.094,1.0,380,995
10034,0.681,0.469,0.681,1,1633
10035,0.529,0.621,0.621,836,1384
10036,0.672,0.478,0.178,815,1985
10037,0.483,0.183,0.667,233,315
10038,0.751,1.0,0.099,868,1682
10039,0.041,0.809,0.809,430,1039
10040,0.35,0.35,0.5,472,1636
10041,0.86,0.56,0.29,160,1645
10042,0.155,0.695,0.995,693,1258
10043,0.957,0.193,0.957,991,1847
10044,0.842,0.008,1.0,495,938
10045,0.006,0.844,0.844,556,1237
10046,0.811,0.339,0.039,849,1685
10047,0.886,0.886,0.264,674,1794
10048,0.471,0.471,0.379,171,700
10049,0.0,0.85,0.0,845,1333
10050,0.412,0.712,0.438,197,491
10051,0.189,0.961,0.661,429,1544
10052,0.34,0.51,0.64,617,1348
10053,0.299,0.551,0.851,477,520
10054,0.049,0.801,0.049,194,997
10055,0.296,0.554,0.554,766,1929
10056,0.399,0.399,0.751,184,1247
10057,0.967,0.183,0.967,862,982
10058,0.097,0.753,1,919,1659
10059,0.4,0.1,0.75,329,1469
10060,0.432,0.418,0.718,172,724
10061,0.406,0.744,0.406,647,1387
10062,0.001,1.0,1,240,1074
10063,0.465,0.385,0.765,129,993
10064,0.421,0.429,0.729,799,1204
10065,0.543,0.607,0.243,128,1872
10066,0.354,0.796,0.496,347,536
10067,0.271,0.579,0.271,35,1757
10068,0.33,0.82,0.52,694,1788
10069,0.382,0.682,0.468,947,1620
10070,0.715,0.715,0.435,972,1904
10071,0.962,0.188,0.962,598,1907
10072,1.0,0.083,1.0,367,1359
10073,0.13,0.72,0.43,205,419
10074,0.381,0.381,0.469,227,1926
10075,0.537,0.237,0.613,753,1686
10076,0.062,0.362,0.788,94,1099
10077,0.466,0.166,0.684,367,1534
10078,0.594,0.594,0.256,284,1446
10079,0.243,0.243,0.607,45,1104
10080,0.269,0.881,0,691,1079
10081,0.003,0.847,0.303,957,1469
10082,0.843,0.843,0.307,720,1990
10083,0.554,0.596,0.554,700,1710
10084,0.128,0.722,0.128,596,1081
10085,0.68,0.47,0.38,301,572
10086,0.198,0.198,0.652,49,177
10087,0.603,0.247,0.547,570,1274
10088,0.451,0.699,0.699,791,1720
10089,0.398,0.452,0.398,482,970
10090,0.606,0.244,0.244,224,1463
10091,0.095,1.0,1,177,1488
10092,0.234,0.234,0.916,442,1894
10093,0.508,0.508,0.642,173,1494
10094,0.425,0.725,0.125,910,1893
10095,0.609,0.609,0.541,445,1224
10096,0.342,0.508,0.808,493,670
10097,0.739,0.739,0.411,783,1926
10098,0.529,0.829,0.321,242,1180
10099,0.461,0.689,0.689,824,1547
10100,0.177,0.973,0.973,438,1177
10101,0.194,0.956,0,181,1796
10102,1.0,0.819,0.031,956,1694
10103,0.339,0.639,0.511,652,1734
10104,0.573,0.277,0.577,442,1490
10105,0.071,0.371,0.779,831,1634
10106,1.0,0.714,0.136,242,836
10107,0.539,0.539,0.611,232,1585
10108,0.697,0.997,0.153,934,1565
10109,0.946,0.204,0.646,92,844
10110,0.079,1.0,1,220,1240
10111,0.717,0.433,0.133,998,1061
10112,0.81,0.81,0.34,730,1848
10113,0.968,0.182,0.668,108,1619
10114,0.045,0.345,0.805,30,380
10115,0.049,0.049,0.801,412,1061
10116,0.297,0.597,0.553,512,1444
10117,0.475,0.175,0.675,777,902
10118,0.613,0.237,0.613,238,689
10119,0.285,0.565,0.585,624,974
10120,0.535,0.535,0.615,106,968
10121,0.057,0.793,1,334,1610
10122,0.53,0.53,0.32,800,1387
10123,0.647,0.203,0.503,75,681
10124,0.72,0.42,0.43,640,970
10125,0.73,0.12,0.73,148,514
10126,0.402,0.102,0.748,458,1539
10127,0.957,0.193,0,958,1351
10128,0.74,0.11,0.74,752,1506
10129,0.3,0.55,0.6,208,261
10130,0.209,0.941,0.941,571,1087
10131,0.988,0.162,0.162,132,213
10132,0.195,0.655,0.655,166,226
10133,0.833,0.017,0.833,31,468
10134,0,0.91,0,283,768
10135,0.166,0.984,0,314,752
10136,0.791,0.359,0.791,304,1764
10137,0.513,0.213,0.637,628,854
10138,0.473,0.473,0.377,864,1789
10139,0.486,0.486,0.664,685,1288
10140,1.0,0.7,0.15,393,1318
10141,0.178,0.672,0.672,736,1918
10142,0.07,0.78,0.07,522,890
10143,0.247,0,0.903,968,1676
10144,0.426,0.724,0.426,348,876
10145,0.13,1.0,1,660,1590
10146,0.452,0.398,0.452,822,1875
10147,0.548,0.602,0.302,439,1980
10148,0.924,0,0,195,382
10149,0.531,0.619,0.531,892,1332
10150,1.0,0.044,0.806,904,963
10151,0.548,0.302,0.848,429,842
10152,0.44,0.44,0.41,410,1329
10153,0.474,0.376,0.774,955,1539
10154,0.168,0.682,0.982,985,1547
10155,0.758,0.392,0.458,714,1257
10156,0.662,0.662,0.188,313,1078
10157,0.485,0.485,0.665,629,1182
10158,0.77,0.38,0.47,276,777
10159,0.533,0.833,0.317,155,157
10160,0.289,0.861,0,167,1686
10161,0.986,0,0,223,351
10162,0.537,0.613,0.613,254,590
10163,1.0,0.756,0.094,487,1505
10164,0.755,0.755,0.395,102,1690
10165,0,0,0.984,12,1213
10166,0.541,0.609,0.241,548,1732
10167,0.905,0.245,0,424,1866
10168,0.857,0,0,206,936
10169,0.751,0.751,0.399,388,1872
10170,0.594,0.556,0.556,355,1504
10171,0.042,0.808,1,117,325
10172,0.738,0.112,0.738,791,968
10173,0.743,0.407,0.107,201,1181
10174,0.45,0.15,0.7,127,1063
10175,0.378,0.772,0.772,89,189
10176,0.899,0,0.251,570,1380
10177,0.065,0.785,0.065,517,1941
10178,0.667,0.483,0.483,287,1177
10179,1.0,0.081,1.0,30,1709
10180,0.477,0.673,0.673,759,1617
10181,0.147,0.703,0.703,409,1288
10182,0.838,0.012,1.0,983,1374
10183,0.204,0.504,0.646,500,1781
10184,0.173,0.977,0.173,994,1934
10185,0,0.895,0.255,663,1829
10186,0.231,0.919,0.619,204,1861
10187,0.169,0.981,0.169,789,1771
10188,0.684,0.984,0.166,679,923
10189,0.858,0.858,0.292,464,1566
10190,0.408,0.742,0.408,523,811
10191,0.601,0.549,0.249,652,1108
10192,0.872,0.572,0.278,683,1661
10193,0.44,0.71,0.14,670,1962
10194,0,0.872,0.278,609,1352
10195,0.693,0.993,0.157,360,1234
10196,0.9,0.25,0,183,396
10197,0.493,0.657,0.357,714,1430
10198,0.345,0.805,0.045,148,675
10199,0.183,0.667,0.967,534,1530
10200,0.621,0.529,0.621,118,1155
10201,0.489,0.489,0.361,440,1155
10202,0.994,0,0,668,757
10203,0.457,0.393,0.393,798,1014
10204,0.328,0.328,0.522,775,1525
10205,0.691,0.691,0.459,345,1939
10206,0.36,0.49,0.49,720,935
10207,0.797,0.053,0.053,945,1571
10208,1.0,0.087,1.0,388,1043
10209,1.0,0.056,0.794,600,1298
10210,0.939,0.211,0.639,251,1366
10211,0,0.961,0.189,650,1845
10212,0.583,0.267,0.883,298,792
10213,0.203,0.503,0.647,404,729
10214,0.932,0.218,0.632,212,363
10215,0.613,0.537,0.537,937,1074
10216,0.406,0.406,0.444,57,1666
10217,0.29,0.29,0.86,965,1210
10218,0.476,0.176,0.674,259,1811
10219,0.055,0.795,0.055,319,727
10220,0.041,0.809,0.809,33,270
10221,0.141,1.0,0.709,699,1081
10222,0.342,0.508,0.342,542,1149
10223,0.962,0.962,0.188,5,864
10224,0.662,0.488,0.188,358,1271
10225,0.352,0.798,0.498,835,1063
10226,0.291,0.591,0.559,753,1385
10227,0.089,0.761,0.389,939,1656
10228,0.722,0.428,0.428,914,1201
10229,0.53,0.62,0.32,402,1534
10230,0.176,0.674,0.974,451,825
10231,0,0.898,0,702,1711
10232,0.06,0.06,0.79,226,887
10233,0.277,0.277,0.873,76,1624
10234,0.613,0.537,0.537,740,1109
10235,0.192,0.958,0.958,861,1543
10236,0.957,0.193,0,798,1300
10237,0.406,0.444,0.706,305,1423
10238,0.455,0.395,0.695,199,1457
10239,0.295,0.555,0.295,347,553
10240,0.188,0.488,0.662,672,1391
10241,0.72,0.13,0.43,597,1635
10242,0.992,0.158,0.992,896,913
10243,0.546,0.304,0.304,751,1394
10244,0.542,0.608,0.542,394,1097
10245,0.502,0.348,0.802,822,918
10246,0.505,0.805,0.345,166,1004
10247,1.0,0.093,0.757,71,1224
10248,0.088,0.762,0.088,130,1253
10249,0.222,0.522,0.628,492,1722
10250,0.608,0.608,0.542,44,1462
10251,0.447,0.447,0.403,881,1878
10252,0.798,0.352,0.352,797,984
10253,0.156,0.694,0.994,874,1572
10254,0.112,1.0,0.738,794,1476
10255,0.726,1.0,0.124,227,433
10256,0.384,0.766,0.466,238,655
10257,1.0,0.12,0.73,126,1431
10258,0.946,0,0.204,594,705
10259,0.592,0.258,0.258,439,1597
10260,0.584,0.266,0.266,756,1394
10261,0.599,0.551,0.251,363,1930
10262,0,0,0.856,830,973
10263,0.354,0.496,0.796,459,1640
10264,0.168,0.682,0.468,55,1773
10265,0.592,0.558,0.592,803,1643
10266,0.007,0.843,1,539,1760
10267,0.889,0.589,0.261,947,1435
10268,0.757,0.393,0.757,993,1268
10269,0.8,0.05,0.8,735,1673
10270,0.283,0.567,0.283,18,610
10271,0.528,0.322,0.528,893,1708
10272,0.567,0.583,0.267,720,1549
10273,1.0,1.0,0.05,511,1471
10274,0.699,0.699,0.151,717,1106
10275,0.413,0.713,0.437,469,649
10276,0.255,0.595,0.555,799,1686
10277,0.793,0.057,0.357,85,597
10278,1.0,0.763,0.087,179,866
10279,0.59,0.56,0.56,49,1861
10280,0.698,0.152,0.698,751,1449
10281,0.237,0.613,0.613,512,1692
10282,0.79,0.36,0.36,452,1402
10283,0.364,0.486,0.786,374,539
10284,0.981,0.681,0.169,701,860
10285,0.735,0.415,0.735,354,555
10286,0.838,0.012,0.838,62,1190
10287,0.215,0.935,0.935,881,945
10288,0.607,0.607,0.243,462,1150
10289,0.598,0.252,0.252,61,1683
10290,0.375,0.475,0.675,786,1563
10291,0.772,0.378,0.378,807,961
10292,0.93,0.22,0.22,462,1979
10293,0.889,0.889,0.261,637,1642
10294,0.264,0.586,0.886,128,521
10295,0.468,0.382,0.382,138,500
10296,0.581,0.269,0.881,834,1412
10297,0.793,0.357,0.357,426,1742
10298,0.409,0.441,0.441,673,1715
10299,0.563,0.263,0.587,369,1156
10300,0.252,0.898,0.898,532,1955
10301,1.0,0.004,1.0,195,1461
10302,0.728,0.422,0.428,336,680
10303,0.421,0.729,0.729,297,605
10304,0.757,0.757,0.093,560,588
10305,0.873,0.277,0.573,223,234
10306,0,0,0.894,160,1086
10307,0.502,0.348,0.802,120,1481
10308,0.922,0,0,542,1175
10309,0.376,0.076,0.774,284,1849
10310,0,0.288,0.862,943,1900
10311,0.897,0.597,0.253,78,1747
10312,0.782,0.068,1.0,862,882
10313,0.565,0.285,0.585,499,1028
10314,0.299,0.851,0.299,572,781
10315,0.245,0.605,0.605,743,1780
10316,0.873,0.277,0,927,1523
10317,0.476,0.374,0.674,211,677
10318,0.564,0.286,0.586,925,1627
10319,0.92,0.92,0.23,326,470
10320,0.408,0.442,0.742,463,1380
10321,0.816,0.816,0.334,541,1881
10322,0.437,0.413,0.413,667,1473
10323,0.248,0.602,0.902,237,1436
10324,0.221,0.221,0.629,47,318
10325,0.675,0.175,0.475,925,1127
10326,0.282,0.868,0.282,951,1634
10327,0.234,0.916,0.234,348,1986
10328,0.296,0.854,0,255,1573
10329,0,0.955,0,328,894
10330,0.389,0.461,0.761,940,1388
10331,0.211,0.939,0.639,453,1212
10332,0.249,0.549,0.601,162,1952
10333,0.731,0.119,0.731,866,1072
10334,0.611,0.239,0.539,940,1335
10335,0.661,0.189,0.961,304,761
10336,0.847,0.003,0.847,97,1179
10337,0.038,0.338,0.812,356,1639
10338,0.676,0.376,0.474,802,1163
10339,0.138,0.712,0.438,396,1978
10340,0.427,0.723,0.127,48,366
10341,0.826,0.324,0.024,295,1051
10342,0.576,0.574,0.576,695,1317
10343,0.662,0.362,0.488,752,1218
10344,0.235,0.915,0.915,355,1047
10345,0.276,0.574,0.874,331,336
10346,0.409,0.709,0.441,0,840
10347,0.936,0.214,0.214,688,1322
10348,0.391,0.459,0.459,309,1916
10349,0.823,0.027,0.823,592,1494
10350,0.828,0.022,0.022,469,529
10351,0.365,0.785,0.365,683,875
10352,0.855,0.295,0.855,889,1303
10353,0,0.924,0.226,721,1413
10354,0.349,0.501,0.349,199,1033
10355,0.479,0.671,0.179,130,357
10356,0.754,0.754,0.096,413,1495
10357,0.752,0.752,0.098,241,1020
10358,0.271,0.271,0.579,888,1805
10359,0.665,0.665,0.485,480,792
10360,0.014,0.014,0.836,804,1069
10361,1.0,0.734,0.116,752,1615
10362,0.573,0.873,0.277,757,1097
10363,0.721,0.429,0.421,670,809
10364,0.338,0.812,0.338,901,1395
10365,0.137,1.0,1,737,1586
10366,0.056,1.0,0.794,683,1617
10367,0.381,0.381,0.769,965,1973
10368,0.288,0.562,0.588,576,1710
10369,0.203,0.647,0.203,516,1377
10370,0.027,0.823,0.327,482,783
10371,0,0.892,0,553,671
10372,0.73,0.42,0.43,46,1501
10373,0.43,0.43,0.72,188,1168
10374,1.0,1.0,0.018,992,1253
10375,0.04,1.0,1,219,1380
10376,0.391,0.759,0.091,214,882
10377,0.73,0.42,0.73,137,217
10378,0.637,0.213,0.937,843,1344
10379,0.534,0.316,0.616,456,1035
10380,0.027,0.327,0.823,98,1663
10381,0.205,0.945,0.945,948,1149
10382,0.683,0.683,0.467,939,1517
10383,0.838,0.312,0.312,735,975
10384,0.182,0.968,0,91,828
10385,0.565,0.285,0.285,435,551
10386,0.235,0.535,0.615,514,909
10387,0.178,0.178,0.972,876,1125
10388,0.474,0.774,0.376,926,1901
10389,0.267,0.567,0.583,691,1523
10390,0.633,0.517,0.517,115,1632
10391,0.544,0.244,0.606,556,1784
10392,0.602,0.548,0.302,979,1844
10393,0.687,0.463,0.463,666,1163
10394,0.736,0.414,0.736,903,1039
10395,0.444,0.406,0.706,287,814
10396,0.695,0.155,0.455,940,1414
10397,0.227,0.227,0.623,844,1435
10398,0.4,0.75,0.75,501,922
10399,0.388,0.462,0.462,560,1077
10400,0.225,0.225,0.925,871,1549
10401,0.361,0.489,0.789,220,1944
10402,0.107,1.0,1,805,1219
10403,0,0.904,0,435,1524
10404,0.466,0.466,0.384,326,401
10405,0.298,0.852,0,794,1266
10406,0.869,0.869,0.281,506,1151
10407,0.635,0.215,0.515,701,1906
10408,0.955,0.195,0.655,814,1913
10409,0.716,0.716,0.434,460,1002
10410,0.626,0.626,0.224,733,1127
10411,0,0.284,0.866,563,1862
10412,0.111,0.111,0.739,93,1988
10413,0.88,0.27,0.58,343,755
10414,0,0.928,0.222,752,1246
10415,0.524,0.224,0.626,151,1804
10416,0.687,0.463,0.687,241,1468
10417,0.408,0.742,0.442,72,835
10418,0.71,0.41,0.44,662,1678
10419,0.888,0.262,0.888,933,1501
10420,0.665,0.485,0.485,779,1835
10421,0.269,0.569,0.581,293,1733
10422,0.973,0.673,0.177,779,1439
10423,1.0,0.721,0.129,549,867
10424,0.569,0.281,0.281,598,1125
10425,0.193,0.493,0.657,439,807
10426,0.531,0.619,0.619,830,949
10427,0.833,0.317,0.017,628,957
10428,1.0,0.096,0.754,847,1139
10429,0.174,0.174,0.976,44,900
10430,0.072,0.778,0.072,13,537
10431,0.076,0.376,0.774,150,195
10432,0,0.977,0.173,999,1518
10433,0.794,0.056,0.356,929,1912
10434,0.169,0.681,0.469,506,1434
10435,1.0,0.701,0.149,635,1264
10436,0.347,0.503,0.503,358,1138
10437,0.243,0.607,0.607,993,1910
10438,0.545,0.845,0.305,494,883
10439,0.864,0,0.286,733,1198
10440,0.079,0.771,0.771,489,871
10441,0,0.265,0.885,984,1250
10442,0.549,0.301,0.549,511,854
10443,0.741,1.0,0.109,163,1120
10444,0.075,0.775,0.375,45,209
10445,0.773,0.377,0.077,279,1066
10446,0.704,0.446,0.704,881,1378
10447,0,0.927,0.223,436,1908
10448,0.407,0.443,0.443,510,1665
10449,0.637,0.513,0.213,168,1658
10450,0.247,0.603,0.247,323,361
10451,0.372,0.372,0.778,695,1993
10452,0.004,0.004,0.846,292,1838
10453,0.826,0.024,1.0,57,1938
10454,0.123,0.123,0.727,162,772
10455,0.392,0.758,0.092,101,1349
10456,1.0,0.053,1.0,722,1427
10457,0.41,0.41,0.74,752,1759
10458,0.247,0.547,0.603,975,1344
10459,0.508,0.808,0.342,330,1959
10460,0.394,0.456,0.394,776,1347
10461,0.946,0,0.204,784,1211
10462,0.16,0.16,0.99,296,1505
10463,0.017,1.0,0.833,450,1949
10464,0.057,0.793,0.357,733,1263
10465,0.548,0.302,0.548,93,1136
10466,0,0,0.914,118,1685
10467,0.355,0.055,0.795,764,1404
10468,0.391,0.391,0.459,988,1904
10469,0.362,0.788,0.062,913,1804
10470,0.817,0.333,0.517,886,1627
10471,0.973,0,0.177,256,1156
10472,0.744,1.0,0.106,602,1434
10473,0.212,0.212,0.638,993,1703
10474,0.529,0.321,0.529,727,1888
10475,0.851,0.299,0.851,318,1085
10476,1.0,0.06,0.79,253,1767
10477,0.929,0.929,0.221,68,1495
10478,0.947,0.947,0.203,322,389
