id,x,y,z,ts_in,ts_out
5588,0.43,0.746,0.079,50,1365
5589,0.528,0.628,0.138,332,1822
5590,0.393,0.256,0.92,394,850
5591,0.679,0.826,0.15,923,1598
5592,0.993,0.827,0.146,943,1306
5593,0.498,0.964,0.599,308,485
5594,0.173,0.701,0.34,428,513
5595,0.982,0.254,0.5,413,1935
5596,0.49,0.86,0.422,628,1337
5597,0.199,0.485,0.147,402,1271
5598,0.558,0.648,0.743,643,1329
5599,0.447,0.238,0.864,260,1027
5600,0.135,0.735,0.419,956,1737
5601,0.574,0.353,0.964,200,899
5602,0.864,0.406,0.103,699,1760
5603,0.684,0.819,0.986,748,836
5604,0.44,0.86,0.647,567,1379
5605,0.553,0.09,0.058,849,1151
5606,0.139,0.06,0.941,916,1471
5607,0.902,0.826,0.736,437,713
5608,0.96,0.123,0.676,114,1792
5609,0.775,0.18,0.248,426,693
5610,0.068,0.328,0.366,481,1017
5611,0.94,0.534,0.965,620,1311
5612,0.623,0.932,0.018,241,285
5613,0.078,0.711,0.626,356,1990
5614,0.338,0.298,0.879,863,1276
5615,0.553,0.966,0.23,84,258
5616,0.764,0.682,0.17,349,842
5617,0.681,0.08,0.847,557,1123
5618,0.928,0.547,0.89,61,572
5619,0.608,0.253,0.428,720,1061
5620,0.455,0.204,0.796,105,239
5621,0.494,0.111,0.606,570,1653
5622,0.751,0.989,0.908,862,1110
5623,0.176,0.106,0.301,288,1707
5624,0.695,0.139,0.078,503,1480
5625,0.662,0.01,0.033,599,1589
5626,0.103,0.024,0.181,315,478
5627,0.95,0.17,0.099,255,912
5628,0.146,0.549,0.87,870,1377
5629,0.756,0.273,0.7,844,1308
5630,0.54,0.146,0.45,15,383
5631,0.226,0.454,0.085,844,1457
5632,0.903,0.247,0.377,925,996
5633,0.845,0.436,0.981,272,871
5634,0.678,0.615,0.077,432,804
5635,0.383,0.855,0.522,919,1290
5636,0.047,0.12,0.514,435,1822
5637,0.689,0.086,0.603,880,1617
5638,0.023,0.578,0.836,229,1973
5639,0.294,0.565,0.174,929,1105
5640,0.045,0.625,0.44,916,1978
5641,0.944,0.197,0.843,322,1876
5642,0.636,0.941,0.322,427,1054
5643,0.514,0.747,0.246,938,1490
5644,0.338,0.072,0.883,266,1672
5645,0.011,0.584,0.839,23,1086
5646,0.564,0.772,0.267,961,1983
5647,0.777,0.923,0.684,812,1013
5648,0.372,0.403,0.152,297,1682
5649,0.74,0.96,0.143,382,1012
5650,0.914,0.451,0.355,211,1157
5651,0.175,0.148,0.114,999,1038
5652,0.542,0.091,0.043,745,1545
5653,0.739,0.218,0.608,254,486
5654,0.268,0.489,0.397,159,881
5655,0.07,0.649,0.613,462,1386
5656,0.52,0.853,0.874,816,1711
5657,0.024,0.174,0.741,755,962
5658,0.092,0.493,0.268,535,1570
5659,0.037,0.085,0.225,173,1247
5660,0.871,0.35,0.594,990,1036
5661,0.543,0.991,0.722,634,690
5662,0.844,0.756,0.31,709,761
5663,0.17,0.763,0.91,265,392
5664,0.646,0.227,0.592,869,934
5665,0.598,0.517,0.44,953,1585
5666,0.22,0.105,0.684,845,1649
5667,0.67,0.729,0.728,910,1124
5668,0.876,0.132,0.188,517,1123
5669,0.211,0.192,0.573,22,868
5670,0.648,0.166,0.71,130,1682
5671,0.411,0.505,0.779,661,1136
5672,0.712,0.393,0.995,866,1223
5673,0.057,0.656,0.824,678,1521
5674,0.288,0.542,0.302,992,1954
5675,0.234,0.766,0.146,942,1967
5676,0.404,0.642,0.121,242,1700
5677,0.714,0.43,0.886,129,446
5678,0.751,0.043,0.572,435,617
5679,0.547,0.865,0.7,735,1236
5680,0.302,0.921,0.9,588,1715
5681,0.856,0.153,0.979,813,908
5682,0.692,0.012,0.038,499,1364
5683,0.687,0.357,0.653,318,348
5684,0.085,0.945,0.722,272,1672
5685,0.204,0.442,0.999,293,1502
5686,0.055,0.639,0.627,245,1196
5687,0.882,0.485,0.364,196,1010
5688,0.323,0.517,0.767,484,1439
5689,0.292,0.105,0.84,72,152
5690,0.835,0.348,0.877,184,1358
5691,0.037,0.382,0.124,827,1472
5692,0.665,0.918,0.633,276,837
5693,0.507,0.605,0.301,392,1564
5694,0.502,0.507,0.81,118,988
5695,0.685,0.846,0.86,457,1716
5696,0.129,0.928,0.664,376,1541
5697,0.363,0.011,0.238,124,440
5698,0.254,0.48,0.914,195,573
5699,0.501,0.523,0.938,72,293
5700,0.233,0.311,0.791,408,1019
5701,0.405,0.855,0.785,753,1599
5702,0.21,0.066,0.954,409,914
5703,0.942,0.466,0.215,766,1252
5704,0.94,0.717,0.823,737,1581
5705,0.827,0.538,0.789,3,931
5706,0.08,0.777,0.503,995,1531
5707,0.01,0.119,0.223,36,1113
5708,0.818,0.292,0.564,500,600
5709,0.184,0.192,0.666,253,786
5710,0.414,0.866,0.868,842,1655
5711,0.679,0.46,0.935,116,768
5712,0.501,0.593,0.737,124,806
5713,0.66,0.598,0.158,31,1985
5714,0.728,0.612,0.76,531,1979
5715,0.137,0.272,0.472,507,1677
5716,0.238,0.537,0.087,714,1308
5717,0.106,0.13,0.47,669,1070
5718,0.863,0.3,0.28,590,1827
5719,0.218,0.384,0.371,45,306
5720,0.206,0.746,0.349,253,385
5721,0.492,0.877,0.066,444,1390
5722,0.596,0.986,0.077,296,542
5723,0.98,0.526,0.772,883,927
5724,0.305,0.49,0.638,445,1163
5725,0.448,0.499,0.765,78,854
5726,0.233,0.111,0.88,513,1920
5727,0.643,0.083,0.508,73,1877
5728,0.516,0.014,0.648,692,1158
5729,0.562,0.599,0.755,74,1750
5730,0.537,0.555,0.005,789,1830
5731,0.25,0.06,0.356,576,1240
5732,0.379,0.866,0.268,985,1346
5733,0.246,0.292,0.553,21,1709
5734,0.184,0.036,0.087,476,956
5735,0.888,0.687,0.26,536,1444
5736,0.597,0.342,0.279,558,736
5737,0.302,0.833,0.868,83,1685
5738,0.007,0.555,0.997,610,1738
5739,0.632,0.864,0.804,168,485
5740,0.745,0.727,0.681,261,585
5741,0.024,0.408,0.61,982,1403
5742,0.883,0.684,0.273,552,1194
5743,0.345,0.861,0.003,519,1759
5744,0.555,0.074,0.753,407,1287
5745,0.711,0.769,0.395,955,1141
5746,0.388,0.288,0.845,522,902
5747,0.759,0.758,0.905,698,1331
5748,0.803,0.504,0.809,761,1175
5749,0.293,0.708,0.043,603,810
5750,0.079,0.868,0.748,591,749
5751,0.464,0.18,0.207,162,1173
5752,0.802,0.343,0.385,19,832
5753,0.418,0.1,0.794,75,1769
5754,0.403,0.318,0.321,323,1396
5755,0.169,0.481,0.321,898,1874
5756,0.734,0.285,0.614,49,127
5757,0.262,0.829,0.713,49,318
5758,0.588,0.643,0.86,561,647
5759,0.787,0.403,0.582,915,1643
5760,0.763,0.246,0.54,200,1165
5761,0.295,0.267,0.151,265,1063
5762,0.895,0.638,0.243,14,523
5763,0.792,0.339,0.1,906,988
5764,0.117,0.911,0.631,20,1725
5765,0.366,0.562,0.283,541,764
5766,0.486,0.816,0.784,968,1950
5767,0.601,0.221,0.144,220,1398
5768,0.968,0.627,0.863,293,666
5769,0.952,0.453,0.8,244,1574
5770,0.462,0.747,0.475,807,1368
5771,0.27,0.505,0.574,894,1054
5772,0.534,0.852,0.865,319,562
5773,0.305,0.697,0.796,822,1313
5774,0.701,0.325,0.973,271,567
5775,0.059,0.14,0.875,654,1564
5776,0.476,0.374,0.806,153,293
5777,0.13,0.73,0.825,107,248
5778,0.246,0.116,0.664,30,1009
5779,0.703,0.884,0.943,684,1684
5780,0.98,0.957,0.399,932,1463
5781,0.205,0.776,0.418,688,1116
5782,0.006,0.887,0.553,20,303
5783,0.67,0.823,0.038,773,1624
5784,0.502,0.616,0.483,710,1702
5785,0.16,0.913,0.094,375,1630
5786,0.607,0.546,0.216,168,1840
5787,0.822,0.729,0.43,147,278
5788,0.157,0.441,0.245,448,575
5789,0.91,0.061,0.759,571,1150
5790,0.367,0.94,0.094,930,1300
5791,0.389,0.773,0.646,139,380
5792,0.237,0.714,0.198,939,991
5793,0.401,0.527,0.896,169,1850
5794,0.233,0.555,0.7,639,1990
5795,0.446,0.11,0.618,646,724
5796,0.658,0.054,0.913,529,1695
5797,0.174,0.935,0.256,925,1651
5798,0.571,0.933,0.838,335,1516
5799,0.706,0.74,0.843,461,470
5800,0.763,0.026,0.869,960,1151
5801,0.641,0.457,0.847,878,1762
5802,0.125,0.77,0.665,741,1418
5803,0.234,0.419,0.704,66,1962
5804,0.954,0.243,0.739,320,1247
5805,0.719,0.687,0.86,119,966
5806,0.42,0.52,0.82,27,120
5807,0.069,0.788,0.293,649,992
5808,0.515,0.953,0.035,870,1321
5809,0.211,0.482,0.236,253,1943
5810,0.157,0.214,0.119,854,1412
5811,0.153,0.126,0.926,52,435
5812,0.268,0.771,0.666,603,1884
5813,0.374,0.402,0.856,481,534
5814,0.129,0.702,0.403,600,1438
5815,0.636,0.793,0.957,938,949
5816,0.592,0.853,0.133,317,1107
5817,0.794,0.196,0.839,332,1207
5818,0.471,0.573,0.701,248,1689
5819,0.841,0.513,0.698,4,96
5820,0.122,0.499,0.834,714,1840
5821,0.537,0.745,0.761,888,1587
5822,0.867,0.131,0.473,65,1265
5823,0.213,0.278,0.35,973,1087
5824,0.26,0.853,0.529,817,1714
5825,0.318,0.925,0.686,104,743
5826,0.778,0.481,0.937,127,1775
5827,0.607,0.052,0.37,379,1477
5828,0.27,0.656,0.689,30,1730
5829,0.495,0.187,0.642,327,976
5830,0.113,0.218,0.473,298,299
5831,0.285,0.829,0.171,724,1938
5832,0.064,0.604,0.327,76,468
5833,0.261,0.03,0.149,27,662
5834,0.979,0.941,0.755,178,702
5835,0.381,0.651,0.444,106,1762
5836,0.258,0.911,0.055,462,1112
5837,0.123,0.977,0.622,544,1530
5838,0.215,0.622,0.606,341,957
5839,0.917,0.292,0.977,44,772
5840,0.909,0.452,0.228,914,1389
5841,0.341,0.84,0.702,927,1719
5842,0.282,0.108,0.643,31,1438
5843,0.135,0.117,0.822,934,1489
5844,0.635,0.974,0.063,29,607
5845,0.416,0.468,0.148,26,670
5846,0.154,0.057,0.373,47,65
5847,0.904,0.667,0.475,74,1907
5848,0.203,0.197,0.876,388,878
5849,0.137,0.82,0.024,77,1586
5850,0.912,0.275,0.394,822,1774
5851,0.542,0.872,0.103,60,1486
5852,0.107,0.097,0.681,990,1137
5853,0.406,0.181,0.35,52,1530
5854,0.953,0.467,0.772,162,271
5855,0.637,0.227,0.092,472,1479
5856,0.395,0.076,0.792,793,1562
5857,0.87,0.764,0.773,79,785
5858,0.008,0.36,0.403,992,1221
5859,0.754,0.957,0.706,342,1132
5860,0.47,0.754,0.584,687,1670
5861,0.071,0.101,0.163,114,130
5862,0.572,0.573,0.853,204,971
5863,0.529,0.404,0.781,535,1976
5864,0.063,0.984,0.785,488,1186
5865,0.845,0.626,0.8,128,431
5866,0.747,0.112,0.799,393,1143
5867,0.879,0.327,0.926,273,484
5868,0.286,0.704,0.131,899,1295
5869,0.026,0.729,0.995,311,870
5870,0.806,0.541,0.885,926,1623
5871,0.314,0.895,0.197,266,965
5872,0.731,0.138,0.94,728,877
5873,0.456,0.675,0.704,496,1274
5874,0.474,0.463,0.223,1000,1059
5875,0.022,0.129,0.228,898,1898
5876,0.546,0.59,0.803,826,858
5877,0.131,0.707,0.991,538,840
5878,0.427,0.407,0.712,116,1276
5879,0.418,0.01,0.463,288,385
5880,0.271,0.415,0.334,480,1393
5881,0.479,0.986,0.001,213,1280
5882,0.11,0.614,0.159,38,834
5883,0.558,0.894,0.495,317,1988
5884,0.256,0.2,0.456,152,450
5885,0.171,0.895,0.216,900,1888
5886,0.944,0.782,0.097,367,1840
5887,0.139,0.554,0.564,742,1537
5888,0.941,0.067,0.905,974,1072
5889,0.849,0.29,0.276,870,1574
5890,0.429,0.814,0.009,191,377
5891,0.76,0.538,0.971,185,1402
5892,0.402,0.804,0.056,418,1390
5893,0.126,0.106,0.327,827,828
5894,0.659,0.22,0.558,389,1134
5895,0.997,0.023,0.685,864,1692
5896,0.613,0.606,0.807,273,1301
5897,0.256,0.803,0.586,686,1242
5898,0.178,0.891,0.688,209,663
5899,0.423,0.058,0.481,866,1195
5900,0.984,0.559,0.087,547,1771
5901,0.913,0.23,0.267,837,1226
5902,0.072,0.718,0.397,160,1369
5903,0.822,0.209,0.649,794,1700
5904,0.173,0.118,0.159,284,996
5905,0.31,0.16,0.022,444,689
5906,0.169,0.36,0.408,828,1307
5907,0.401,0.435,0.276,242,1556
5908,0.228,0.116,0.373,263,738
5909,0.008,0.505,0.758,912,1080
5910,0.519,0.475,0.945,739,1688
5911,0.089,0.536,0.113,774,1934
5912,0.343,0.207,0.359,648,682
5913,0.992,0.511,0.274,954,1125
5914,0.465,0.053,0.189,543,738
5915,0.523,0.312,0.417,816,929
5916,0.542,0.976,0.46,387,1622
5917,0.329,0.461,0.344,577,942
5918,0.315,0.336,0.237,835,1153
5919,0.546,0.342,0.417,460,1825
5920,0.151,0.359,0.113,555,563
5921,0.914,0.016,0.573,401,1125
5922,0.734,0.638,0.865,35,1928
5923,0.326,0.293,0.543,668,1488
5924,0.316,0.179,0.437,591,864
5925,0.256,0.268,0.432,771,1498
5926,0.876,0.313,0.379,730,1821
5927,0.795,0.43,0.37,351,1329
5928,0.946,0.694,0.297,97,1759
5929,0.767,0.201,0.329,262,853
5930,0.232,0.024,0.903,279,1402
5931,0.691,0.57,0.277,575,607
5932,0.319,0.48,0.068,910,961
5933,0.018,0.048,0.608,836,1964
5934,0.002,0.78,0.95,393,696
5935,0.807,0.433,0.424,990,1715
5936,0.297,0.279,0.474,211,568
5937,0.176,0.126,0.002,525,1367
5938,0.538,0.817,0.083,724,1828
5939,0.606,0.296,0.886,310,433
5940,0.097,0.376,0.118,771,1984
5941,0.787,0.399,0.588,450,1470
5942,0.778,0.891,0.145,348,358
5943,0.93,0.84,0.104,329,1656
5944,0.614,0.065,0.598,648,1612
5945,0.109,0.971,0.22,504,1525
5946,0.387,0.311,0.938,404,1794
5947,0.962,0.163,0.535,164,462
5948,0.243,0.043,0.182,596,1356
5949,0.615,0.537,0.72,878,1636
5950,0.513,0.923,0.328,528,1068
5951,0.517,0.408,0.766,320,1031
5952,0.359,0.26,0.797,747,939
5953,0.368,0.172,0.056,655,848
5954,0.946,0.617,0.847,247,1300
5955,0.535,0.808,0.524,969,1132
5956,0.297,0.691,0.717,482,948
5957,0.931,0.559,0.443,152,1318
5958,0.907,0.252,0.685,255,1671
5959,0.746,0.805,0.607,643,1601
5960,0.173,0.805,0.377,963,1637
5961,0.279,0.474,0.828,242,382
5962,0.953,0.993,0.66,705,1279
5963,0.186,0.255,0.728,428,755
5964,0.969,0.087,0.932,879,1171
5965,0.443,0.453,0.474,801,1343
5966,0.248,0.033,0.63,949,1913
5967,0.688,0.636,0.429,982,992
5968,0.776,0.604,0.697,332,827
5969,0.704,0.3,0.377,809,984
5970,0.163,0.209,0.559,151,1141
5971,0.465,0.658,0.734,578,1886
5972,0.546,0.162,0.392,926,1464
5973,0.706,0.317,0.718,74,1168
5974,0.015,0.667,0.997,349,1571
5975,0.893,0.771,0.42,63,509
5976,0.937,0.526,0.024,963,968
5977,0.091,0.493,0.384,971,1560
5978,0.701,0.27,0.593,20,1156
5979,0.696,0.597,0.089,271,929
5980,0.198,0.59,0.302,902,1262
5981,0.046,0.695,0.51,413,1683
5982,0.519,0.232,0.601,791,805
5983,0.193,0.668,0.244,446,1636
5984,0.706,0.348,0.137,219,1007
5985,0.181,0.3,0.189,71,1693
5986,0.253,0.481,0.892,664,1629
5987,0.477,0.307,0.684,464,1623
5988,0.253,0.66,0.149,855,1628
5989,0.108,0.862,0.215,890,970
5990,0.081,0.442,0.893,250,393
5991,0.546,0.223,0.766,239,1516
5992,0.169,0.271,0.629,277,822
5993,0.659,0.137,0.273,443,1345
5994,0.183,0.072,0.271,516,1220
5995,0.335,0.149,0.995,990,1130
5996,0.556,0.981,0.394,904,1365
5997,0.949,0.264,0.246,170,1073
5998,0.768,0.13,0.47,888,1749
5999,0.265,0.78,0.221,37,1919
6000,0.454,0.419,0.82,724,1864
6001,0.395,0.483,0.345,389,844
6002,0.274,0.048,0.302,83,689
6003,0.949,0.151,0.75,996,2000
6004,0.969,0.94,0.301,831,1984
6005,0.699,0.846,0.671,584,821
6006,0.854,0.968,0.556,393,673
6007,0.355,0.682,0.221,271,730
6008,0.996,0.509,0.596,63,970
6009,0.531,0.815,0.347,639,1113
6010,0.33,0.886,0.553,292,508
6011,0.606,0.41,0.04,275,1709
6012,0.618,0.831,0.51,74,1148
6013,0.833,0.741,0.978,512,938
6014,0.993,0.153,0.304,597,1729
6015,0.319,0.573,0.835,870,1020
6016,0.366,0.66,0.559,696,1159
6017,0.401,0.668,0.385,209,409
6018,0.729,0.621,0.771,983,1076
6019,0.286,0.649,0.964,689,1447
6020,0.355,0.196,0.003,71,1931
6021,0.19,0.661,0.963,686,1253
6022,0.871,0.707,0.088,991,1626
6023,0.054,0.532,0.248,892,1254
6024,0.861,0.316,0.042,97,1663
6025,0.961,0.353,0.835,684,1595
6026,0.303,0.288,0.783,949,1432
6027,0.581,0.884,0.808,943,1850
6028,0.86,0.271,0.832,547,1870
6029,0.258,0.204,0.539,622,1289
6030,0.565,0.125,0.824,627,1506
6031,0.707,0.831,0.475,68,608
6032,0.123,0.559,0.458,240,339
6033,0.404,0.243,0.522,257,1883
6034,0.289,0.859,0.018,347,1909
6035,0.031,0.614,0.548,704,823
6036,0.219,0.437,0.07,193,648
6037,0.13,0.728,0.441,752,1697
6038,0.492,0.619,0.64,542,1750
6039,0.244,0.475,0.385,655,1163
6040,0.708,0.601,0.527,454,984
6041,0.371,0.692,0.666,713,1588
6042,0.408,0.928,0.77,663,1848
6043,0.798,0.11,0.948,480,622
6044,0.365,0.58,0.174,618,818
6045,0.381,0.718,0.84,361,1876
6046,0.598,0.788,0.838,136,1903
6047,0.238,0.909,0.737,0,179
6048,0.905,0.206,0.868,318,797
6049,0.26,0.397,0.254,93,987
6050,0.222,0.975,0.905,892,1359
6051,0.282,0.896,0.26,433,1565
6052,0.619,0.108,0.191,816,1496
6053,0.887,0.44,0.281,495,1546
6054,0.544,0.385,0.315,191,305
6055,0.18,0.911,0.305,61,364
6056,0.171,0.473,0.409,863,1778
6057,0.229,0.568,0.783,668,1745
6058,0.695,0.418,0.285,911,1809
6059,0.568,0.92,0.794,937,1794
6060,0.978,0.449,0.679,712,1126
6061,0.628,0.562,0.7,363,1930
6062,0.416,0.595,0.098,636,851
6063,0.04,0.258,0.361,916,1983
6064,0.51,0.934,0.159,778,1773
6065,0.483,0.761,0.932,89,604
6066,0.491,0.168,0.035,814,1534
6067,0.239,0.788,0.92,225,1109
6068,0.421,0.136,0.836,540,805
6069,0.378,0.907,0.708,777,1583
6070,0.738,0.156,0.515,880,1249
6071,0.878,0.953,0.023,419,1038
6072,0.732,0.043,0.239,24,1955
6073,0.844,0.252,0.476,596,1463
6074,0.901,0.836,0.393,762,1428
6075,0.864,0.056,0.647,428,508
6076,0.06,0.162,0.324,907,1578
6077,0.229,0.638,0.065,55,103
6078,0.147,0.063,0.82,109,1713
6079,0.272,0.571,0.356,25,1411
6080,0.588,0.754,0.962,503,807
6081,0.926,0.264,0.689,593,963
6082,0.218,0.018,0.379,340,1823
6083,0.081,0.142,0.484,86,1341
6084,0.512,0.736,0.254,144,910
6085,0.704,0.745,0.893,731,1236
6086,0.267,0.479,0.883,13,1618
6087,0.226,0.743,0.496,806,1720
6088,0.543,0.161,0.252,803,1818
6089,0.94,0.472,0.781,739,1396
6090,0.057,0.751,0.135,589,1261
6091,0.073,0.917,0.347,931,1939
6092,0.352,0.4,0.56,709,839
6093,0.412,0.908,0.564,573,587
6094,0.554,0.169,0.118,95,1017
6095,0.524,0.734,0.241,955,1749
6096,0.117,0.367,0.846,485,936
6097,0.552,0.871,0.738,731,1631
6098,0.261,0.809,0.183,973,1176
6099,0.425,0.754,0.383,492,1065
6100,0.859,0.406,0.334,32,1498
6101,0.384,0.798,0.015,738,1113
6102,0.552,0.254,0.49,871,1970
6103,0.638,0.583,0.905,908,1411
6104,0.507,0.243,0.577,166,401
6105,0.917,0.483,0.337,689,1626
6106,0.965,0.998,0.843,355,1704
6107,0.334,0.751,0.544,331,885
6108,0.197,0.04,0.625,280,947
6109,0.594,0.432,0.404,239,1172
6110,0.301,0.972,0.168,914,1799
6111,0.602,0.069,0.693,175,1346
6112,0.068,0.27,0.972,942,1433
6113,0.68,0.673,0.673,792,1127
6114,0.409,0.379,0.725,843,1996
6115,0.021,0.198,0.085,340,938
6116,0.566,0.362,0.505,135,1087
6117,0.285,0.287,0.107,158,724
6118,0.568,0.433,0.897,260,1485
6119,0.934,0.768,0.059,742,1152
6120,0.237,0.958,0.576,99,1888
6121,0.574,0.643,0.661,683,1978
6122,0.856,0.407,0.482,585,1137
6123,0.635,0.015,0.153,186,1362
6124,0.265,0.381,0.473,353,712
6125,0.961,0.832,0.706,552,1364
6126,0.293,0.646,0.735,999,1458
6127,0.233,0.37,0.505,289,859
6128,0.502,0.279,0.583,895,1504
6129,0.24,0.54,0.496,458,1441
6130,0.785,0.914,0.185,997,1021
6131,0.718,0.86,0.113,234,1981
6132,0.089,0.585,0.429,730,971
6133,0.231,0.463,0.161,191,1488
6134,0.22,0.983,0.274,819,1250
6135,0.955,0.456,0.077,537,1027
6136,0.992,0.843,0.025,975,1930
6137,0.279,0.516,0.704,286,752
6138,0.597,0.407,0.58,774,1532
6139,0.249,0.497,0.775,680,727
6140,0.448,0.012,0.241,927,1796
6141,0.209,0.719,0.847,785,1462
6142,0.517,0.248,0.349,881,1650
6143,0.27,0.553,0.581,777,1150
6144,0.165,0.036,0.218,745,889
6145,0.184,0.071,0.379,891,1033
6146,0.041,0.244,0.349,664,1727
6147,0.387,0.995,0.609,503,834
6148,0.689,0.448,0.328,637,1224
6149,0.667,0.639,0.939,372,1762
6150,0.061,0.822,0.694,442,853
6151,0.267,0.763,0.092,366,992
6152,0.208,0.217,0.377,163,596
6153,0.927,0.796,0.302,537,1945
6154,0.382,0.92,0.623,86,1442
6155,0.242,0.319,0.464,460,1500
6156,0.173,0.986,0.311,455,1286
6157,0.698,0.043,0.584,534,1067
6158,0.037,0.203,0.813,986,1576
6159,0.593,0.683,0.54,590,872
6160,0.439,0.572,0.65,769,1008
6161,0.957,0.067,0.539,640,1085
6162,0.028,0.334,0.481,207,1626
6163,0.406,0.548,0.865,705,1396
6164,0.326,0.232,0.03,851,1063
6165,0.28,0.019,0.246,402,594
6166,0.04,0.173,0.891,714,1714
6167,0.163,0.451,0.797,914,1217
6168,0.689,0.916,0.375,568,1161
6169,0.929,0.228,0.755,316,628
6170,0.656,0.754,0.977,252,620
6171,0.772,0.821,0.889,42,598
6172,0.244,0.023,0.009,999,1538
6173,0.167,0.187,0.55,454,620
6174,0.7,0.628,0.103,982,1291
6175,0.034,0.053,0.735,202,1127
6176,0.368,0.978,0.935,779,1879
6177,0.768,0.848,0.858,272,1750
6178,0.966,0.051,0.163,179,512
6179,0.62,0.373,0.067,836,1275
6180,0.36,0.662,0.321,492,1732
6181,0.57,0.322,0.636,530,1393
6182,0.15,0.231,0.526,833,1294
6183,0.564,0.469,0.236,758,853
6184,0.33,0.937,0.013,328,1623
6185,0.719,0.073,0.024,841,1289
6186,0.751,0.138,0.784,252,420
6187,0.104,0.109,0.436,826,1629
6188,0.942,0.678,0.666,302,807
6189,0.668,0.007,0.999,575,720
6190,0.037,0.227,0.853,132,1240
6191,0.627,0.776,0.492,586,645
6192,0.321,0.677,0.841,630,1153
6193,0.667,0.665,0.557,474,989
6194,0.174,0.724,0.382,74,370
6195,0.603,0.637,0.242,347,736
6196,0.032,0.937,0.929,871,1306
6197,0.596,0.618,0.743,266,1355
6198,0.656,0.631,0.406,95,474
6199,0.13,0.531,0.878,743,1900
6200,0.953,0.699,0.815,677,1735
6201,0.326,0.121,0.263,936,1089
6202,0.046,0.184,0.199,824,1913
6203,0.339,0.427,0.853,264,955
6204,0.802,0.385,0.622,298,1883
6205,0.085,0.199,0.861,26,1959
6206,0.015,0.536,0.312,435,841
6207,0.451,0.79,0.666,645,1967
6208,0.28,0.966,0.577,4,417
6209,0.719,0.229,0.529,684,1456
6210,0.838,0.3,0.357,295,765
6211,0.872,0.695,0.498,989,1412
6212,0.327,0.217,0.33,52,921
6213,0.025,0.598,0.89,964,1967
6214,0.993,0.353,0.715,231,1604
6215,0.579,0.085,0.088,81,313
6216,0.395,0.855,0.384,821,1450
6217,0.69,0.721,0.28,869,1713
6218,0.63,0.867,0.862,513,546
6219,0.914,0.858,0.136,698,1007
6220,0.718,0.417,0.134,547,742
6221,0.874,0.139,0.345,672,821
6222,0.332,0.705,0.839,541,1771
6223,0.499,0.871,0.566,544,620
6224,0.769,0.201,0.225,846,1757
6225,0.863,0.891,0.911,120,510
6226,0.155,0.729,0.444,240,311
6227,0.395,0.669,0.26,714,1810
6228,0.88,0.142,0.087,852,1697
6229,0.68,0.829,0.535,51,107
6230,0.599,0.066,0.543,985,1282
6231,0.031,0.733,0.7,678,935
6232,0.861,0.532,0.397,11,1048
6233,0.046,0.502,0.23,684,1186
6234,0.588,0.327,0.53,713,1638
6235,0.993,0.895,0.219,654,1412
6236,0.292,0.27,0.403,704,1220
6237,0.245,0.699,0.823,40,1414
6238,0.339,0.446,0.155,857,1387
6239,0.419,0.254,0.945,331,1673
6240,0.413,0.891,0.493,1,1134
6241,0.531,0.791,0.696,984,1582
6242,0.538,0.536,0.607,635,862
6243,0.876,0.132,0.456,693,1107
6244,0.515,0.104,0.076,82,875
6245,0.427,0.127,0.875,7,1065
6246,0.016,0.262,0.235,865,981
6247,0.684,0.935,0.175,972,1111
6248,0.706,0.812,0.556,427,772
6249,0.174,0.046,0.686,69,1633
6250,0.287,0.44,0.39,983,1880
6251,0.009,0.243,0.929,233,1221
6252,0.754,0.88,0.441,772,1157
6253,0.551,0.642,0.036,149,1749
6254,0.988,0.204,0.962,268,1178
6255,0.895,0.288,0.633,368,1868
6256,0.432,0.472,0.802,472,1495
6257,0.769,0.385,0.51,194,1855
6258,0.55,0.888,0.821,124,591
6259,0.935,0.079,0.8,739,765
6260,0.161,0.128,0.413,593,1618
6261,0.97,0.784,0.416,940,1624
6262,0.705,0.479,0.86,753,1510
6263,0.784,0.847,0.282,715,1813
6264,0.903,0.204,0.464,573,1121
6265,0.826,0.28,0.662,175,976
6266,0.331,0.532,0.5,404,1324
6267,0.096,0.885,0.161,758,1502
6268,0.252,0.394,0.27,233,903
6269,0.344,0.843,0.36,570,1660
6270,0.031,0.572,0.476,914,1152
6271,0.391,0.863,0.938,491,973
6272,0.282,0.297,0.059,843,1390
6273,0.637,0.05,0.128,658,1008
6274,0.631,0.142,0.17,375,1562
6275,0.217,0.125,0.269,18,1513
6276,0.79,0.106,0.841,965,1128
6277,0.016,0.299,0.429,291,849
6278,0.564,0.739,0.044,157,1649
6279,0.167,0.767,0.958,34,753
6280,0.157,0.649,0.209,330,1688
6281,0.838,0.02,0.553,923,1824
6282,0.743,0.642,0.678,443,1244
6283,0.61,0.88,0.592,697,1732
6284,0.654,0.563,0.45,392,1358
6285,0.172,0.176,0.26,462,643
6286,0.132,0.069,0.318,826,1909
6287,0.7,0.878,0.695,212,1075
6288,0.642,0.733,0.063,809,1885
6289,0.18,0.885,0.076,464,1422
6290,0.725,0.721,0.65,221,823
6291,0.935,0.753,0.188,560,1702
6292,0.96,0.643,0.521,581,1782
6293,0.404,0.283,0.2,509,1397
6294,0.367,0.013,0.336,828,903
6295,0.709,0.03,0.24,121,1602
6296,0.026,0.454,0.398,259,1104
6297,0.689,0.646,0.918,98,556
