id,t,u,v,time_in,time_out
4636,0.573,0.419,0.364,38,875
4637,0.572,0.836,0.152,713,1707
4638,0.588,0.864,0.621,219,522
4639,0.62,0.969,0.364,333,608
4640,0.56,0.081,0.091,964,1179
4641,0.594,0.783,0.455,97,710
4642,0.608,0.814,0.333,177,425
4643,0.619,0.406,0.242,229,1212
4644,0.617,0.372,0.303,311,505
4645,0.615,0.364,0.303,250,1394
4646,0.611,0.333,0.348,839,1842
4647,0.594,0.303,0.394,746,1850
4648,0.587,0.308,0.379,729,1073
4649,0.58,0.328,0.394,385,1672
4650,0.577,0.339,0.394,324,992
4651,0.573,0.331,0.379,110,797
4652,0.57,0.314,0.333,30,1665
4653,0.568,0.317,0.258,563,1893
4654,0.566,0.322,0.136,20,741
4655,0.566,0.975,0.136,684,1858
4656,0.567,0.917,0.258,423,1006
4657,0.577,0.892,0.258,433,1445
4658,0.622,0.197,0.197,645,668
4659,0.617,0.203,0.121,593,1082
4660,0.607,0.967,0.091,954,1110
4661,0.625,0.019,0.348,986,1511
4662,0.601,0.178,0.409,335,593
4663,0.58,0.247,0.212,422,1292
4664,0.548,0.172,0.106,985,997
4665,0.548,0.883,0.227,250,1370
4666,0.585,0.85,0.455,825,828
4667,0.588,0.903,0.439,956,1445
4668,0.556,0.914,0.258,269,1238
4669,0.575,0.842,0.455,521,1366
4670,0.768,0.267,0.288,456,631
4671,0.753,0.019,0.061,338,1856
4672,0.744,0.278,0.303,667,1036
4673,0.72,0.278,0.197,525,1656
4674,0.596,0.331,0.167,956,1963
4675,0.603,0.931,0.303,877,1669
4676,0.581,0.292,0.197,669,1163
4677,0.595,0.892,0.348,795,862
4678,0.603,0.869,0.379,134,438
4679,0.613,0.008,0.455,996,1912
4680,0.628,0.108,0.136,50,1507
4681,0.578,0.675,0.03,371,1508
4682,0.579,0.922,0.121,820,1518
4683,0.593,0.761,0.333,901,1135
4684,0.572,0.508,0.439,393,621
4685,0.573,0.506,0.333,166,672
4686,0.56,0.864,0.136,705,727
4687,0.618,0.414,0.152,112,1632
4688,0.615,0.364,0.303,459,716
4689,0.611,0.378,0.333,249,1842
4690,0.606,0.353,0.394,697,838
4691,0.599,0.339,0.409,867,1119
4692,0.593,0.333,0.409,238,568
4693,0.579,0.317,0.424,233,1641
4694,0.575,0.333,0.379,310,1172
4695,0.572,0.336,0.318,963,1315
4696,0.566,0.922,0.091,413,1745
4697,0.567,0.906,0.106,167,1219
4698,0.567,0.917,0.136,618,889
4699,0.592,0.019,0.348,240,1815
4700,0.606,0.369,0.136,424,1143
4701,0.567,0.333,0.409,295,597
4702,0.55,0.289,0.152,613,1609
4703,0.549,0.008,0.136,25,595
4704,0.549,0.008,0.182,426,678
4705,0.55,0.872,0.242,897,1967
4706,0.564,0.925,0.288,303,2000
4707,0.582,0.825,0.485,49,688
4708,0.576,0.797,0.439,754,1897
4709,0.585,0.844,0.394,150,741
4710,0.589,0.936,0.379,119,1176
4711,0.849,0.144,0.167,214,1793
4712,0.802,0.139,0.318,374,1007
4713,0.8,0.047,0.485,568,614
4714,0.755,0.419,0.03,298,361
4715,0.724,0.289,0.258,447,1056
4716,0.597,0.344,0.152,88,498
4717,0.596,0.975,0.076,10,1006
4718,0.604,0.961,0.455,217,756
4719,0.589,0.317,0.424,261,1495
4720,0.582,0.294,0.242,836,1107
4721,0.595,0.858,0.333,102,1461
4722,0.569,0.169,0.091,208,810
4723,0.569,0.525,0.045,75,84
4724,0.596,0.856,0.561,124,1852
4725,0.626,0.0,0.227,796,896
4726,0.621,0.056,0.227,429,518
4727,0.618,0.575,0.076,10,682
4728,0.611,0.358,0.348,683,1115
4729,0.606,0.372,0.379,72,1160
4730,0.6,0.35,0.409,986,1677
4731,0.597,0.342,0.424,332,884
4732,0.594,0.347,0.439,64,522
4733,0.59,0.356,0.439,224,853
4734,0.583,0.364,0.439,598,1948
4735,0.58,0.356,0.455,925,1445
4736,0.576,0.347,0.47,966,1526
4737,0.57,0.364,0.288,404,1873
4738,0.567,0.239,0.106,802,1840
4739,0.567,0.975,0.091,789,1817
4740,0.568,0.889,0.167,568,1183
4741,0.579,0.906,0.348,211,961
4742,0.598,0.844,0.424,316,1039
4743,0.607,0.292,0.167,632,1345
4744,0.606,0.144,0.045,82,696
4745,0.606,0.864,0.136,13,1780
4746,0.613,0.894,0.318,143,1759
4747,0.551,0.242,0.152,312,1741
4748,0.55,0.983,0.227,850,1868
4749,0.551,0.011,0.227,347,1042
4750,0.554,0.836,0.409,699,1159
4751,0.585,0.328,0.424,86,1647
4752,0.566,0.258,0.348,928,1537
4753,0.563,0.158,0.333,331,1069
4754,0.561,0.039,0.333,625,1480
4755,0.587,0.839,0.424,141,1114
4756,0.568,0.178,0.5,238,1336
4757,0.561,0.075,0.424,747,1532
4758,0.851,0.256,0.121,645,1746
4759,0.768,0.425,0.106,498,1570
4760,0.815,0.9,0.591,941,1191
4761,0.785,0.314,0.212,336,1106
4762,0.738,0.256,0.303,810,1639
4763,0.762,0.989,0.136,72,1076
4764,0.723,0.325,0.212,41,55
4765,0.721,0.233,0.106,979,1602
4766,0.597,0.967,0.091,620,1610
4767,0.606,0.972,0.5,637,1605
4768,0.582,0.189,0.136,256,1180
4769,0.622,0.0,0.455,291,482
4770,0.63,0.969,0.318,311,1413
4771,0.581,0.886,0.348,689,1438
4772,0.586,0.975,0.258,185,1920
4773,0.594,0.894,0.273,963,1954
4774,0.595,0.183,0.303,882,1886
4775,0.624,0.003,0.318,651,852
4776,0.567,0.842,0.409,806,1259
4777,0.584,0.858,0.364,12,773
4778,0.615,0.328,0.288,950,1841
4779,0.612,0.317,0.333,571,1503
4780,0.606,0.353,0.364,964,1203
4781,0.598,0.361,0.409,296,576
4782,0.595,0.344,0.424,780,1729
4783,0.591,0.339,0.455,386,1174
4784,0.587,0.353,0.47,935,1373
4785,0.583,0.367,0.47,824,1025
4786,0.58,0.378,0.47,614,818
4787,0.577,0.372,0.485,471,1873
4788,0.568,0.367,0.197,911,1906
4789,0.567,0.314,0.076,974,1592
4790,0.567,0.983,0.076,633,1587
4791,0.61,0.833,0.379,835,1304
4792,0.614,0.839,0.409,92,1081
4793,0.607,0.183,0.091,685,1188
4794,0.609,0.867,0.288,148,603
4795,0.614,0.869,0.273,36,1375
4796,0.615,0.864,0.273,728,1825
4797,0.619,0.833,0.227,995,1605
4798,0.573,0.425,0.53,386,1427
4799,0.555,0.381,0.288,649,1191
4800,0.552,0.131,0.121,848,1116
4801,0.553,0.042,0.242,508,806
4802,0.57,0.958,0.288,398,683
4803,0.573,0.861,0.455,787,1016
4804,0.587,0.331,0.379,459,1025
4805,0.571,0.242,0.348,754,1321
4806,0.567,0.114,0.303,357,1728
4807,0.567,0.942,0.409,627,1956
4808,0.583,0.208,0.409,131,1153
4809,0.579,0.214,0.455,312,798
4810,0.75,0.914,0.258,441,1903
4811,0.721,0.375,0.076,705,1760
4812,0.6,0.9,0.379,915,1887
4813,0.605,0.903,0.409,201,809
4814,0.612,0.017,0.288,232,307
4815,0.61,0.167,0.197,180,370
4816,0.584,0.25,0.182,748,1603
4817,0.633,0.983,0.303,769,1180
4818,0.589,0.908,0.379,102,134
4819,0.591,0.986,0.333,28,1236
4820,0.589,0.003,0.258,871,1626
4821,0.627,0.033,0.288,457,593
4822,0.626,0.1,0.288,948,1514
4823,0.586,0.067,0.424,665,1336
4824,0.61,0.703,0.394,247,661
4825,0.616,0.442,0.045,169,239
4826,0.616,0.328,0.167,731,1867
4827,0.608,0.275,0.333,701,1732
4828,0.595,0.353,0.409,816,1604
4829,0.589,0.339,0.47,467,967
4830,0.584,0.342,0.5,625,1239
4831,0.577,0.369,0.47,382,729
4832,0.573,0.372,0.424,264,851
4833,0.571,0.364,0.318,104,1164
4834,0.569,0.344,0.197,209,1029
4835,0.568,0.953,0.106,829,1113
4836,0.568,0.939,0.182,613,1861
4837,0.608,0.808,0.364,588,1474
4838,0.622,0.761,0.182,397,815
4839,0.622,0.353,0.227,596,1180
4840,0.608,0.325,0.061,765,1274
4841,0.608,0.125,0.061,956,1172
4842,0.611,0.872,0.288,530,1703
4843,0.619,0.931,0.152,112,1904
4844,0.622,0.797,0.333,148,1837
4845,0.626,0.789,0.379,525,1602
4846,0.588,0.356,0.485,394,1895
4847,0.56,0.403,0.318,742,1142
4848,0.558,0.35,0.273,721,1190
4849,0.555,0.286,0.182,709,1339
4850,0.554,0.075,0.121,68,546
4851,0.573,0.975,0.348,330,1870
4852,0.574,0.922,0.394,472,1842
4853,0.576,0.217,0.333,945,1341
4854,0.573,0.133,0.333,613,1563
4855,0.591,0.819,0.485,533,1110
4856,0.602,0.95,0.273,961,1453
4857,0.584,0.194,0.424,193,1962
4858,0.821,0.997,0.318,969,1304
4859,0.773,0.072,0.197,171,629
4860,0.749,0.875,0.242,634,865
4861,0.741,0.369,0.348,670,1734
4862,0.736,0.358,0.394,892,1895
4863,0.721,0.353,0.152,349,1287
4864,0.598,0.381,0.136,666,755
4865,0.598,0.15,0.03,913,1979
4866,0.614,0.969,0.364,96,634
4867,0.61,0.222,0.212,919,1204
4868,0.586,0.322,0.197,988,1734
4869,0.583,0.844,0.318,99,283
4870,0.592,0.858,0.303,151,466
4871,0.595,0.917,0.576,555,889
4872,0.565,0.269,0.197,4,122
4873,0.564,0.919,0.182,544,1715
4874,0.569,0.869,0.47,506,1756
4875,0.617,0.15,0.03,500,1443
4876,0.615,0.231,0.167,387,1094
4877,0.613,0.233,0.242,828,933
4878,0.611,0.231,0.288,876,1590
4879,0.608,0.222,0.318,319,695
4880,0.602,0.247,0.394,917,1003
4881,0.598,0.278,0.455,876,1329
4882,0.593,0.317,0.439,887,1900
4883,0.582,0.339,0.485,34,326
4884,0.578,0.339,0.455,685,1345
4885,0.574,0.339,0.394,343,698
4886,0.569,0.319,0.167,698,1391
4887,0.568,0.125,0.061,721,1329
4888,0.568,0.942,0.167,510,1777
4889,0.574,0.989,0.318,784,895
4890,0.595,0.925,0.439,685,1828
4891,0.611,0.197,0.167,95,808
4892,0.608,0.0,0.015,886,1630
4893,0.624,0.817,0.348,481,1228
4894,0.577,0.333,0.5,835,1432
4895,0.568,0.356,0.424,90,1425
4896,0.564,0.353,0.227,203,1134
4897,0.562,0.311,0.212,671,1671
4898,0.559,0.267,0.091,538,1402
4899,0.558,0.175,0.106,814,885
4900,0.56,0.053,0.364,823,1530
4901,0.558,0.111,0.333,547,1607
4902,0.572,0.856,0.409,694,1500
4903,0.577,0.928,0.424,644,1977
4904,0.583,0.358,0.318,307,1753
4905,0.58,0.314,0.258,873,1114
4906,0.578,0.222,0.182,954,1967
4907,0.575,0.008,0.439,340,1925
4908,0.588,0.789,0.515,83,524
4909,0.601,0.817,0.364,830,1208
4910,0.573,0.039,0.424,651,1959
4911,0.569,0.058,0.455,586,767
4912,0.85,0.411,0.136,601,772
4913,0.845,0.297,0.106,102,605
4914,0.843,0.225,0.091,611,1140
4915,0.836,0.256,0.288,890,1946
4916,0.824,0.997,0.303,453,1888
4917,0.78,0.792,0.47,493,881
4918,0.815,0.094,0.424,53,1530
4919,0.809,0.889,0.348,889,994
4920,0.766,0.0,0.045,448,1017
4921,0.734,0.356,0.364,726,1130
4922,0.722,0.283,0.182,940,1000
4923,0.746,0.125,0.182,280,331
4924,0.585,0.189,0.045,465,1372
4925,0.619,0.861,0.379,980,1132
4926,0.636,0.967,0.439,156,1307
4927,0.581,0.169,0.03,847,1475
4928,0.596,0.936,0.53,709,1953
4929,0.614,0.872,0.712,623,1956
4930,0.633,0.039,0.242,473,1720
4931,0.616,0.164,0.197,369,1511
4932,0.614,0.194,0.258,265,1342
4933,0.612,0.208,0.288,469,1009
4934,0.592,0.281,0.47,482,933
4935,0.583,0.322,0.439,808,1923
4936,0.576,0.306,0.394,699,1879
4937,0.569,0.914,0.152,211,479
4938,0.58,0.828,0.318,773,1291
4939,0.588,0.806,0.394,305,1790
4940,0.593,0.875,0.333,154,1721
4941,0.614,0.008,0.273,783,1160
4942,0.628,0.839,0.045,723,1825
4943,0.615,0.117,0.197,515,839
4944,0.609,0.158,0.152,951,1903
4945,0.63,0.286,0.424,769,869
4946,0.564,0.067,0.242,777,1539
4947,0.563,0.069,0.318,631,800
4948,0.562,0.069,0.348,799,1866
4949,0.557,0.833,0.197,172,243
4950,0.587,0.867,0.5,371,1284
4951,0.583,0.308,0.197,41,1891
4952,0.581,0.075,0.258,464,1659
4953,0.58,0.981,0.485,471,1172
4954,0.849,0.408,0.121,654,986
4955,0.749,0.85,0.303,553,1271
4956,0.734,0.361,0.348,91,1911
4957,0.599,0.058,0.061,60,1406
4958,0.597,0.347,0.258,426,1314
4959,0.586,0.067,0.045,599,633
4960,0.589,0.764,0.258,958,1214
4961,0.594,0.694,0.242,802,1207
4962,0.602,0.781,0.258,646,651
4963,0.601,0.989,0.485,997,1743
4964,0.635,0.017,0.273,796,923
4965,0.618,0.031,0.167,750,1918
4966,0.617,0.158,0.242,39,100
4967,0.615,0.211,0.288,452,623
4968,0.612,0.25,0.318,182,1909
4969,0.609,0.278,0.379,205,717
4970,0.605,0.292,0.439,544,1041
4971,0.596,0.294,0.455,557,979
4972,0.592,0.272,0.455,48,1667
4973,0.575,0.275,0.348,280,1454
4974,0.571,0.228,0.121,78,1520
4975,0.57,0.028,0.061,596,821
4976,0.614,0.131,0.318,363,1440
4977,0.61,0.906,0.167,287,873
4978,0.614,0.875,0.273,566,1916
4979,0.62,0.919,0.333,668,1195
4980,0.621,0.928,0.318,925,1381
4981,0.632,0.75,0.273,830,1983
4982,0.634,0.728,0.212,846,1927
4983,0.618,0.281,0.561,599,1117
4984,0.607,0.322,0.561,770,1982
4985,0.567,0.114,0.167,329,622
4986,0.568,0.975,0.288,631,839
4987,0.561,0.217,0.394,25,898
4988,0.558,0.186,0.182,128,1474
4989,0.574,0.792,0.379,575,1339
4990,0.594,0.214,0.439,782,1862
4991,0.585,0.211,0.333,322,908
4992,0.584,0.983,0.394,161,1403
4993,0.6,0.114,0.455,902,1989
4994,0.579,0.061,0.424,764,1965
4995,0.85,0.344,0.106,135,806
4996,0.844,0.339,0.061,128,1706
4997,0.84,0.144,0.318,807,1668
4998,0.772,0.078,0.379,1000,1903
4999,0.784,0.375,0.136,789,1274
5000,0.751,0.403,0.273,475,1048
5001,0.747,0.861,0.318,685,986
5002,0.608,0.922,0.439,549,1538
5003,0.618,0.908,0.348,647,669
5004,0.608,0.125,0.167,762,1997
5005,0.587,0.278,0.136,356,1736
5006,0.603,0.844,0.348,474,1400
5007,0.607,0.803,0.333,12,1521
5008,0.643,0.989,0.242,109,427
5009,0.579,0.0,0.015,351,1259
5010,0.587,0.769,0.227,896,1040
5011,0.59,0.753,0.152,252,1023
5012,0.589,0.475,0.242,234,1345
5013,0.598,0.956,0.5,804,1855
5014,0.628,0.728,0.364,887,1598
5015,0.568,0.75,0.152,616,1863
5016,0.597,0.833,0.379,671,1952
5017,0.587,0.85,0.318,460,1564
5018,0.593,0.842,0.424,80,1292
5019,0.618,0.211,0.258,944,1611
5020,0.612,0.275,0.394,207,1910
5021,0.608,0.303,0.455,658,1276
5022,0.598,0.308,0.485,37,1269
5023,0.594,0.306,0.439,922,1382
5024,0.582,0.264,0.439,258,305
5025,0.578,0.264,0.379,373,1057
5026,0.575,0.256,0.318,78,649
5027,0.572,0.236,0.212,914,1643
5028,0.571,0.192,0.106,207,746
5029,0.586,0.003,0.47,592,1380
5030,0.624,0.928,0.348,409,1254
5031,0.613,0.236,0.227,989,1253
5032,0.61,0.219,0.167,445,1335
5033,0.612,0.864,0.227,517,610
5034,0.568,0.95,0.212,639,1628
5035,0.572,0.964,0.424,37,1350
5036,0.558,0.081,0.167,408,1345
5037,0.589,0.883,0.394,601,1945
5038,0.584,0.064,0.182,8,1254
5039,0.588,0.075,0.409,892,941
5040,0.609,0.922,0.318,301,1052
5041,0.844,0.281,0.03,469,660
5042,0.842,0.15,0.242,888,1524
5043,0.83,0.181,0.545,697,719
5044,0.824,0.081,0.379,860,1972
5045,0.731,0.325,0.242,366,1952
5046,0.606,0.931,0.455,994,1872
5047,0.611,0.931,0.424,354,742
5048,0.623,0.975,0.152,248,1158
5049,0.607,0.133,0.167,66,950
5050,0.59,0.3,0.197,709,1726
5051,0.588,0.219,0.106,933,1994
5052,0.596,0.925,0.348,273,325
5053,0.643,0.056,0.258,481,1461
5054,0.583,0.158,0.333,38,203
5055,0.58,0.194,0.152,966,1746
5056,0.6,0.708,0.318,337,362
5057,0.568,0.186,0.212,295,1547
5058,0.567,0.736,0.076,560,602
5059,0.598,0.189,0.409,566,902
5060,0.618,0.236,0.273,209,1615
5061,0.611,0.283,0.485,586,1499
5062,0.601,0.314,0.485,885,924
5063,0.593,0.311,0.424,547,1728
5064,0.589,0.311,0.409,374,1847
5065,0.585,0.306,0.424,518,1649
5066,0.581,0.289,0.409,181,905
5067,0.578,0.261,0.348,257,1848
5068,0.575,0.225,0.273,419,596
5069,0.572,0.169,0.197,959,1070
5070,0.571,0.936,0.136,128,1931
5071,0.628,0.106,0.197,229,545
5072,0.623,0.108,0.152,518,1042
5073,0.628,0.0,0.212,566,1310
5074,0.614,0.211,0.182,352,1685
5075,0.575,0.142,0.258,509,534
5076,0.572,0.233,0.288,142,255
5077,0.604,0.911,0.258,686,1516
5078,0.599,0.164,0.485,978,1139
5079,0.587,0.867,0.167,828,1242
5080,0.589,0.103,0.364,793,1848
5081,0.576,0.278,0.424,290,1008
5082,0.843,0.175,0.182,620,817
5083,0.8,0.081,0.455,626,1882
5084,0.758,0.969,0.076,438,1623
5085,0.833,0.175,0.5,528,986
5086,0.75,0.397,0.227,432,1075
5087,0.726,0.231,0.152,505,738
5088,0.591,0.3,0.197,611,1518
5089,0.589,0.039,0.136,976,1717
5090,0.589,0.992,0.182,802,803
5091,0.651,0.869,0.121,70,1264
5092,0.646,0.056,0.212,707,1382
5093,0.59,0.7,0.03,432,1767
5094,0.603,0.806,0.318,459,1086
5095,0.602,0.017,0.348,980,1057
5096,0.568,0.053,0.136,148,1937
5097,0.591,0.703,0.545,884,1597
5098,0.599,0.814,0.379,355,390
5099,0.619,0.286,0.333,584,1454
5100,0.61,0.3,0.53,263,614
5101,0.604,0.3,0.515,955,1769
5102,0.599,0.308,0.485,197,1566
5103,0.595,0.311,0.439,431,477
5104,0.584,0.281,0.379,0,358
5105,0.58,0.258,0.333,537,1899
5106,0.574,0.142,0.212,342,1987
5107,0.573,0.094,0.167,494,1460
5108,0.572,0.922,0.197,23,1371
5109,0.621,0.181,0.182,165,1053
5110,0.625,0.897,0.303,325,1081
5111,0.628,0.958,0.152,112,523
5112,0.571,0.936,0.167,753,1815
5113,0.567,0.331,0.424,676,931
5114,0.561,0.147,0.076,153,1721
5115,0.607,0.081,0.106,902,1851
5116,0.589,0.144,0.303,701,1294
5117,0.597,0.775,0.167,305,1222
5118,0.568,0.986,0.439,242,878
5119,0.849,0.233,0.076,803,1162
5120,0.846,0.267,0.106,57,1817
5121,0.735,0.394,0.258,933,1486
5122,0.734,0.4,0.258,568,1496
5123,0.733,0.4,0.273,612,880
5124,0.605,0.919,0.348,907,1731
5125,0.612,0.914,0.47,181,723
5126,0.591,0.142,0.091,96,980
5127,0.616,0.858,0.47,824,875
5128,0.646,0.869,0.152,885,985
5129,0.587,0.144,0.47,358,1739
5130,0.583,0.136,0.424,209,977
5131,0.58,0.1,0.258,160,1212
5132,0.595,0.764,0.409,479,1303
5133,0.569,0.9,0.061,244,341
5134,0.592,0.908,0.364,257,1121
5135,0.622,0.239,0.167,433,1686
5136,0.612,0.314,0.53,284,1844
5137,0.603,0.306,0.515,457,1304
5138,0.594,0.308,0.439,210,1146
5139,0.59,0.311,0.364,147,1380
5140,0.587,0.292,0.348,825,1161
5141,0.577,0.211,0.227,77,1794
5142,0.575,0.244,0.197,7,1375
5143,0.573,0.219,0.061,905,1682
5144,0.574,0.831,0.197,232,242
5145,0.576,0.831,0.333,286,1009
5146,0.595,0.867,0.485,49,1775
5147,0.599,0.031,0.439,148,366
5148,0.631,0.919,0.212,342,1368
5149,0.63,0.25,0.106,769,1247
5150,0.627,0.192,0.227,802,850
5151,0.613,0.272,0.045,125,1974
5152,0.626,0.878,0.364,42,1359
5153,0.572,0.083,0.106,771,986
5154,0.573,0.878,0.242,859,1954
5155,0.569,0.317,0.47,131,1692
5156,0.565,0.311,0.379,857,1740
5157,0.586,0.85,0.47,186,1314
5158,0.605,0.758,0.136,143,1300
5159,0.602,0.269,0.394,750,1125
5160,0.601,0.003,0.303,939,1665
5161,0.584,0.228,0.424,490,843
5162,0.843,0.211,0.152,149,1339
5163,0.841,0.2,0.348,740,1200
5164,0.752,0.342,0.333,703,928
5165,0.751,0.433,0.182,454,1781
5166,0.734,0.389,0.242,3,766
5167,0.728,0.411,0.167,94,205
5168,0.611,0.203,0.227,762,1860
5169,0.601,0.317,0.348,887,995
5170,0.592,0.094,0.076,781,1192
5171,0.593,0.967,0.242,113,345
5172,0.601,0.208,0.364,269,1109
5173,0.584,0.094,0.47,74,689
5174,0.581,0.058,0.303,784,1487
5175,0.609,0.95,0.152,663,1835
5176,0.62,0.306,0.333,839,1860
5177,0.601,0.314,0.485,816,1640
5178,0.596,0.308,0.47,885,1975
5179,0.592,0.311,0.439,162,723
5180,0.588,0.325,0.364,208,588
5181,0.586,0.328,0.318,156,934
5182,0.583,0.303,0.273,357,374
5183,0.579,0.258,0.242,719,1806
5184,0.574,0.303,0.227,449,1057
5185,0.598,0.858,0.515,85,1971
5186,0.612,0.864,0.439,572,646
5187,0.63,0.219,0.152,149,846
5188,0.615,0.264,0.152,488,1879
5189,0.58,0.831,0.364,340,1858
5190,0.586,0.922,0.212,99,588
5191,0.567,0.317,0.409,52,1956
5192,0.572,0.881,0.5,843,1083
5193,0.611,0.192,0.333,977,1555
5194,0.6,0.2,0.379,966,1582
5195,0.578,0.014,0.545,857,1061
5196,0.575,0.078,0.485,517,1299
5197,0.849,0.169,0.106,980,1048
5198,0.848,0.186,0.152,274,817
5199,0.807,0.25,0.379,429,1112
5200,0.743,0.392,0.288,408,666
5201,0.753,0.142,0.136,530,1915
5202,0.624,0.233,0.212,847,969
5203,0.594,0.244,0.212,317,1353
5204,0.609,0.169,0.394,96,1629
5205,0.596,0.028,0.333,536,1715
5206,0.584,0.028,0.409,77,1036
5207,0.582,0.117,0.182,869,1869
5208,0.594,0.817,0.288,927,1928
5209,0.608,0.619,0.227,883,1301
5210,0.609,0.547,0.152,425,724
5211,0.609,0.539,0.136,985,1846
5212,0.627,0.892,0.379,644,1185
5213,0.572,0.944,0.273,311,1289
5214,0.614,0.317,0.53,6,1106
5215,0.608,0.311,0.561,359,1573
5216,0.599,0.325,0.485,743,1411
5217,0.595,0.325,0.47,972,1747
5218,0.59,0.319,0.424,605,1771
5219,0.584,0.336,0.303,970,1312
5220,0.582,0.353,0.273,988,1368
5221,0.576,0.286,0.303,660,1569
5222,0.597,0.833,0.545,808,1809
5223,0.626,0.103,0.152,326,1942
5224,0.633,0.917,0.212,954,1497
5225,0.616,0.289,0.212,811,1155
5226,0.632,0.244,0.091,162,1372
5227,0.632,0.844,0.076,655,1744
5228,0.575,0.128,0.227,839,1602
5229,0.587,0.881,0.152,845,1206
5230,0.566,0.253,0.242,792,1260
5231,0.564,0.0,0.182,779,1670
5232,0.58,0.883,0.5,288,1121
5233,0.589,0.894,0.47,481,1554
5234,0.595,0.867,0.409,498,1316
5235,0.595,0.861,0.364,943,1515
5236,0.597,0.878,0.348,341,690
5237,0.606,0.947,0.333,790,1095
5238,0.607,0.975,0.348,678,1499
5239,0.61,0.858,0.303,156,1588
5240,0.615,0.811,0.167,34,800
5241,0.585,0.044,0.455,139,514
5242,0.848,0.161,0.152,888,1213
5243,0.843,0.333,0.121,938,1454
5244,0.771,0.922,0.212,450,1753
5245,0.845,0.119,0.182,138,247
5246,0.754,0.783,0.303,2,1157
5247,0.749,0.431,0.212,164,1336
5248,0.748,0.439,0.227,0,1053
5249,0.738,0.389,0.258,712,1258
5250,0.735,0.389,0.242,331,1666
5251,0.752,0.339,0.106,342,1271
5252,0.609,0.9,0.409,276,1220
5253,0.614,0.192,0.303,702,733
5254,0.595,0.158,0.182,675,1977
5255,0.647,0.844,0.182,411,1159
5256,0.601,0.094,0.379,452,1866
5257,0.582,0.994,0.121,148,384
5258,0.575,0.206,0.152,365,1007
5259,0.601,0.003,0.318,4,485
5260,0.616,0.344,0.455,695,1998
5261,0.606,0.319,0.561,241,1981
5262,0.601,0.319,0.515,761,1931
5263,0.589,0.322,0.394,541,864
5264,0.578,0.361,0.227,496,1435
5265,0.575,0.278,0.227,979,1457
5266,0.625,0.881,0.409,72,642
5267,0.628,0.156,0.212,145,610
5268,0.63,0.269,0.182,144,531
5269,0.628,0.236,0.182,571,1175
5270,0.629,0.289,0.242,614,1140
5271,0.625,0.286,0.303,456,847
5272,0.615,0.175,0.106,742,957
5273,0.616,0.972,0.167,341,1081
5274,0.633,0.281,0.076,910,1291
5275,0.631,0.236,0.091,448,1378
5276,0.631,0.011,0.121,342,371
5277,0.583,0.292,0.333,354,1321
5278,0.581,0.231,0.242,363,851
5279,0.579,0.131,0.227,598,1326
5280,0.584,0.853,0.258,352,623
5281,0.579,0.389,0.364,155,1212
5282,0.572,0.325,0.348,694,1044
5283,0.569,0.258,0.273,184,339
5284,0.601,0.311,0.348,647,1779
5285,0.616,0.914,0.227,131,1779
5286,0.588,0.014,0.485,308,1962
5287,0.845,0.214,0.136,148,509
5288,0.841,0.133,0.409,636,858
5289,0.837,0.139,0.409,477,1464
5290,0.747,0.425,0.227,186,607
5291,0.745,0.428,0.258,982,1927
5292,0.744,0.419,0.288,889,1227
5293,0.732,0.903,0.242,496,1474
5294,0.596,0.125,0.152,382,1586
5295,0.582,0.281,0.03,86,1546
5296,0.602,0.547,0.318,802,1825
5297,0.603,0.539,0.394,381,1000
5298,0.615,0.778,0.364,948,1930
5299,0.647,0.4,0.258,872,1491
5300,0.613,0.778,0.364,899,1616
5301,0.619,0.381,0.348,255,453
5302,0.617,0.361,0.409,674,1019
5303,0.613,0.344,0.485,56,870
5304,0.608,0.336,0.545,358,1669
5305,0.603,0.328,0.545,457,508
5306,0.599,0.331,0.515,252,1892
5307,0.595,0.331,0.485,655,1249
5308,0.59,0.328,0.424,385,1215
5309,0.584,0.331,0.379,684,1740
5310,0.581,0.344,0.364,466,1926
5311,0.578,0.369,0.273,648,1139
5312,0.635,0.797,0.136,167,422
5313,0.617,0.242,0.136,649,1240
5314,0.583,0.347,0.288,877,921
5315,0.593,0.797,0.303,885,1954
5316,0.605,0.853,0.258,533,885
5317,0.617,0.922,0.303,290,963
5318,0.591,0.067,0.515,49,298
5319,0.616,0.886,0.409,387,1953
5320,0.633,0.953,0.333,795,803
5321,0.63,0.208,0.152,684,956
5322,0.629,0.222,0.167,954,1052
5323,0.597,0.092,0.121,685,1824
5324,0.628,0.886,0.439,506,988
5325,0.632,0.183,0.258,117,1238
5326,0.608,0.125,0.364,561,1916
5327,0.582,0.094,0.136,340,1273
5328,0.617,0.744,0.424,13,1217
5329,0.623,0.794,0.152,853,1129
5330,0.638,0.881,0.364,912,1015
5331,0.643,0.989,0.091,267,1314
5332,0.579,0.408,0.167,910,1175
5333,0.617,0.389,0.364,703,1573
5334,0.61,0.344,0.5,588,1515
5335,0.606,0.333,0.53,338,1288
5336,0.601,0.331,0.53,289,1466
5337,0.596,0.333,0.515,768,1071
5338,0.592,0.342,0.47,640,1165
5339,0.588,0.347,0.424,356,1018
5340,0.585,0.347,0.379,855,1633
5341,0.577,0.3,0.121,272,993
5342,0.576,0.1,0.091,902,1303
5343,0.623,0.05,0.47,529,697
5344,0.618,0.214,0.212,203,964
